HistoricWindow,PredictionWindow,MAE,MSE,RMSE
PAH-24,quarter,0.7792376762424895,1.8965060617614808,1.3771369074138855
PAH-24,half,1.3702062293690567,6.636696710621018,2.576178703161141
PAH-24,PAH+1,2.244580178937443,15.753118262820164,3.969019811341355
PAH-24,PAH+2,3.048463763565201,23.737648839681324,4.872129805298841
PAH-24,PAH+3,3.383884355617977,28.499342048247478,5.338477502832383
PAH-24,PAH+4,3.616251406110927,32.37396156779166,5.6898120854551655
PAH-24,PAH+6,3.722544007221734,33.1465741509004,5.757306154001227
PAH-24,PAH+12,3.89487985397348,35.42466287512227,5.951862135090351
PAH-24,PAH+24,3.5529793072027704,29.261544285952763,5.409394077524095
PAH-12,quarter,0.7903410558548959,1.851825236459708,1.3608178557248976
PAH-12,half,1.3525124101054153,6.3904959229654015,2.5279430220963053
PAH-12,PAH+1,2.248904421139687,15.56403078138719,3.945127473401486
PAH-12,PAH+2,2.904650200166643,22.532105897062838,4.746799542540515
PAH-12,PAH+3,3.283867037827705,26.4983478001353,5.147654592155082
PAH-12,PAH+4,3.478729713550875,29.758018116190218,5.455091027305614
PAH-12,PAH+6,3.4666362978138623,29.029725326948746,5.387924027577667
PAH-12,PAH+12,3.5061844802231974,30.83762282517317,5.553163316990881
PAH-12,PAH+24,3.6181486780619627,29.752912044675522,5.454622997483467
PAH-6,quarter,0.7691376848324339,1.8448355283655045,1.3582472265259755
PAH-6,half,1.3904271618133544,6.517206924962399,2.552882082071634
PAH-6,PAH+1,2.258622100301767,15.953107155975983,3.9941340933894525
PAH-6,PAH+2,2.9350611455908475,22.642478278365296,4.758411318745501
PAH-6,PAH+3,3.2775209495535744,26.337772930280906,5.132033995433088
PAH-6,PAH+4,3.2744672137480975,27.9893384315177,5.290495102683463
PAH-6,PAH+6,3.6257857776042703,30.725545231124237,5.543062802379587
PAH-6,PAH+12,3.7564008166970773,32.32882241873662,5.685844037496686
PAH-6,PAH+24,3.6086839495201715,30.294913583350276,5.50408153858119
PAH-3,quarter,0.7700204361004933,1.845028733329462,1.3583183475641718
PAH-3,half,1.3609778036978568,6.520493211348475,2.553525643370059
PAH-3,PAH+1,2.257352825687478,15.860609768357216,3.982538106328327
PAH-3,PAH+2,2.9388441216201207,22.749136241282752,4.76960545970867
PAH-3,PAH+3,3.2268292095261013,26.94263699017908,5.1906297296358055
PAH-3,PAH+4,3.5447204929645824,31.40206366799792,5.603754426096661
PAH-3,PAH+6,3.6834021574379623,34.0709415642755,5.837031913933271
PAH-3,PAH+12,3.9119519624437102,34.94753087732159,5.911643669684565
PAH-3,PAH+24,3.6102189275934737,30.607047445753764,5.532363640050585
PAH-1,quarter,0.7264264575128246,1.5817760770930558,1.2576867961034877
PAH-1,half,1.3024351791556528,6.045188353954164,2.458696474547878
PAH-1,PAH+1,2.214160766458887,15.996826013022492,3.999603231949701
PAH-1,PAH+2,2.981063066727972,23.123602553695168,4.808700713674658
PAH-1,PAH+3,3.3951709570342823,28.068134670766934,5.297936831519127
PAH-1,PAH+4,3.591857612750784,32.3259194890621,5.685588754831121
PAH-1,PAH+6,3.735053581998288,34.380583542590784,5.863495846556965
PAH-1,PAH+12,3.940856867890361,36.24486719408312,6.020371017975813
PAH-1,PAH+24,3.62852094411372,31.144268221011597,5.580704993189624
