HistoricWindow,PredictionWindow,MAE,MSE,RMSE
PAH-24,quarter,1.8456129170727582,11.372664491923,3.3723381342805765
PAH-24,half,1.2283327943617526,6.527701247093558,2.5549366424812883
PAH-24,PAH+1,2.6039023438011353,19.48895293192353,4.414629421811476
PAH-24,PAH+2,3.198398150887442,25.47018807275999,5.04679978528572
PAH-24,PAH+3,3.5621698913387694,31.1688064514809,5.582903048726612
PAH-24,PAH+4,3.715862576218911,33.132766410874844,5.756106879729983
PAH-24,PAH+6,3.7806451065353817,33.70633798877213,5.8057159755513466
PAH-24,PAH+12,3.774714780516297,33.54928258953485,5.792174254072028
PAH-24,PAH+24,3.6752366219405306,31.961373066971902,5.653439047780731
PAH-12,quarter,1.8244588216330702,11.43823022685432,3.3820452727387194
PAH-12,half,1.1268852782774166,5.654641568413737,2.3779490256129834
PAH-12,PAH+1,2.4633803998546195,19.155673239646983,4.376719460925841
PAH-12,PAH+2,3.4425265042646465,29.608690818782993,5.4413868470072035
PAH-12,PAH+3,3.4553371466063965,30.89956255189446,5.558737496221103
PAH-12,PAH+4,3.5174390435085265,31.30864728392731,5.595413057489797
PAH-12,PAH+6,3.7019911250130537,32.742998552040696,5.722149819083794
PAH-12,PAH+12,3.6181895616162807,31.443313056548863,5.607433731801818
PAH-12,PAH+24,3.8232463063028574,33.85874772888168,5.818827006268676
PAH-6,quarter,1.8542543958495463,10.75365048146315,3.2792759081027554
PAH-6,half,1.0965972169286646,5.210696050195996,2.282694909574207
PAH-6,PAH+1,2.4954651209477317,19.15736176000355,4.376912354617527
PAH-6,PAH+2,3.1504875338754643,24.83361038062841,4.983333260040754
PAH-6,PAH+3,3.358634619376014,27.897702677708022,5.281827588790458
PAH-6,PAH+4,3.700069769179534,33.376316869396774,5.777223976045656
PAH-6,PAH+6,3.663244425134852,31.858477021072954,5.644331406027906
PAH-6,PAH+12,3.746646829675435,34.192784998322864,5.847459704719894
PAH-6,PAH+24,3.752624269102694,33.111158862008054,5.754229649745312
PAH-3,quarter,1.7454334596184915,10.574794145385455,3.2518908569300806
PAH-3,half,1.1743969274332011,5.887222327061705,2.4263598923205323
PAH-3,PAH+1,2.5356977256954134,19.79947244660599,4.4496598124582505
PAH-3,PAH+2,3.0566833074080773,25.035916674822,5.003590378400494
PAH-3,PAH+3,3.4907039847234147,31.14730244819372,5.5809768363785315
PAH-3,PAH+4,3.719483037982123,34.32715393772542,5.858937953053046
PAH-3,PAH+6,3.5409661266204044,30.94795821741917,5.56308890971726
PAH-3,PAH+12,3.9072972034463693,35.354394983209225,5.9459561874612925
PAH-3,PAH+24,3.723204230371813,33.78055595537109,5.81210426225916
PAH-1,quarter,1.6889756472713378,10.524877742494375,3.244206797122276
PAH-1,half,1.1189980293088475,5.565670226771116,2.3591672740124037
PAH-1,PAH+1,2.5605167999402516,19.08060369541107,4.368135036306807
PAH-1,PAH+2,3.167749906187675,25.905745112328237,5.089768669824616
PAH-1,PAH+3,3.5119947251841266,31.029142102932173,5.570380786170024
PAH-1,PAH+4,3.560523670738236,32.27550082488653,5.681153124576605
PAH-1,PAH+6,3.9309481646964963,35.77832463566725,5.981498527598854
PAH-1,PAH+12,3.8314637743959765,35.33393655431043,5.944235573588115
PAH-1,PAH+24,3.7463735129856386,33.809543521268154,5.814597451351912
