,0
0,10.780000000000001
1,9.78
2,13.559999999999999
3,10.76
4,4.4
5,4.78
6,9.379999999999999
7,8.099999999999998
8,8.98
9,10.36
10,10.72
11,7.9799999999999995
12,30.860000000000003
13,9.14
14,7.26
15,14.26
16,7.12
17,17.22
18,9.9
19,12.22
20,10.9
21,44.1
22,12.260000000000002
23,10.540000000000001
24,8.219999999999999
25,24.619999999999997
26,5.279999999999999
27,8.14
28,10.7
29,8.1
30,23.12
31,20.86
32,6.68
33,9.22
34,11.14
35,10.98
36,10.6
37,7.4
38,5.92
39,16.6
40,3.8600000000000003
41,33.58
42,13.919999999999998
43,7.92
44,7.24
45,10.52
46,18.860000000000003
47,6.7
48,21.589999999999996
49,8.52
50,28.4
51,10.180000000000001
52,11.76
53,11.620000000000001
54,5.779999999999999
55,28.240000000000002
56,9.819999999999999
57,10.18
58,11.379999999999999
59,12.02
60,12.9
61,13.919999999999998
62,16.7
63,4.680000000000001
64,9.940000000000001
65,40.279999999999994
66,0.0
67,12.819999999999999
68,0.0
69,8.26
70,12.440000000000001
71,10.3
72,15.719999999999999
73,4.0
74,18.560000000000002
75,10.540000000000001
76,9.059999999999999
77,9.32
78,9.260000000000002
79,16.3
80,10.16
81,19.14
82,11.52
83,7.08
84,10.7
85,10.419999999999998
86,9.680000000000001
87,6.0600000000000005
88,29.139999999999997
89,5.86
90,13.459999999999999
91,24.779999999999998
92,15.559999999999999
93,12.139999999999999
94,16.139999999999997
95,12.86
96,9.64
97,0.0
98,12.22
99,10.279999999999998
100,16.02
101,10.25
102,10.600000000000001
103,16.44
104,6.24
105,10.8
106,19.34
107,31.48
108,6.42
109,11.14
110,8.36
111,6.540000000000001
112,10.440000000000001
113,4.22
114,32.76
115,10.1
116,11.3
117,10.54
118,18.759999999999998
119,9.52
120,9.84
121,10.72
122,11.68
123,9.68
124,5.279999999999999
125,7.06
126,29.059999999999995
127,15.3
128,9.9
129,14.4
130,10.66
131,13.839999999999998
132,23.14
133,0.0
134,32.32
135,10.56
136,10.320000000000002
137,15.039999999999997
138,16.76
139,0.0
140,7.9799999999999995
141,24.559999999999995
142,11.66
143,3.9800000000000004
144,10.56
145,19.560000000000002
146,30.5
147,10.7
148,8.760000000000002
149,9.4
150,9.529999999999998
151,14.959999999999999
152,7.399999999999999
153,33.22
154,4.779999999999999
155,12.180000000000001
156,12.320000000000002
157,9.02
158,7.4799999999999995
159,16.340000000000003
160,7.0600000000000005
161,14.88
162,7.639999999999999
163,8.879999999999999
164,9.98
165,11.179999999999998
166,8.44
167,13.559999999999999
168,9.66
169,11.34
170,8.14
171,12.760000000000002
172,15.639999999999997
173,28.419999999999998
174,0.0
175,8.12
176,17.099999999999998
177,0.0
178,20.160000000000004
179,6.1
180,8.1
181,8.3
182,5.0
183,11.24
184,10.940000000000001
185,8.84
186,4.76
187,7.4
188,9.5
189,11.62
190,4.32
191,22.1
192,10.440000000000001
193,10.559999999999999
194,10.139999999999999
195,10.120000000000001
196,10.260000000000002
197,10.66
198,14.1
199,17.02
200,13.48
201,8.319999999999999
202,25.419999999999998
203,0.0
204,10.0
205,8.5
206,10.620000000000001
207,11.24
208,9.7
209,32.36
210,10.86
211,17.02
212,13.440000000000001
213,7.959999999999999
214,8.8
215,22.300000000000004
216,10.26
217,7.320000000000002
218,18.28
219,6.840000000000001
220,4.619999999999999
221,14.220000000000002
222,13.62
223,10.0
224,28.7
225,1.98
226,10.879999999999999
227,10.379999999999999
228,50.38
229,15.420000000000002
230,8.98
231,9.98
232,6.02
233,8.26
234,7.860000000000001
235,10.9
236,16.4
237,8.219999999999999
238,10.059999999999999
239,10.48
240,15.879999999999999
241,22.32
242,8.540000000000001
243,9.459999999999999
244,10.379999999999999
245,11.58
246,10.34
247,0.0
248,11.44
249,7.899999999999999
250,4.42
251,8.959999999999999
252,38.800000000000004
253,7.1
254,7.220000000000001
255,6.6
256,4.680000000000001
257,0.0
258,9.34
259,5.9
260,0.0
261,6.9399999999999995
262,8.98
263,5.76
264,17.96
265,10.080000000000002
266,8.08
267,0.0
268,3.6399999999999997
269,8.66
270,14.66
271,0.0
272,0.0
273,9.84
274,9.2
275,13.420000000000002
276,13.680000000000001
277,68.66
278,18.46
279,11.760000000000002
280,0.0
281,11.3
282,5.800000000000001
283,10.5
284,11.68
285,13.819999999999999
286,8.040000000000001
287,31.959999999999997
288,4.24
289,15.9
290,8.180000000000001
291,4.92
292,17.5
293,7.0
294,4.220000000000001
295,10.9
296,45.019999999999996
297,10.54
298,4.9799999999999995
299,6.000000000000001
300,9.08
301,8.74
302,6.640000000000001
303,13.080000000000002
304,28.559999999999995
305,9.3
306,9.4
307,8.239999999999998
308,4.4799999999999995
309,4.04
310,13.86
311,8.08
312,18.04
313,19.56
314,16.28
315,23.479999999999997
316,11.14
317,26.2
318,4.1
319,11.919999999999998
320,15.8
321,9.459999999999999
322,10.52
323,10.16
324,30.2
325,34.279999999999994
326,10.42
327,11.92
328,11.28
329,26.48
330,9.74
331,11.219999999999999
332,13.6
333,6.780000000000001
334,8.58
335,9.98
336,13.48
337,9.280000000000001
338,39.67999999999999
339,30.779999999999994
340,23.2
341,15.520000000000001
342,10.679999999999998
343,0.0
344,9.1
345,7.9
346,10.4
347,3.3599999999999994
348,33.38000000000001
349,8.919999999999998
350,5.94
351,0.0
352,11.719999999999999
353,8.26
354,12.959999999999999
355,18.339999999999996
356,22.82
357,10.919999999999998
358,9.280000000000001
359,14.940000000000001
360,8.22
361,9.639999999999999
362,9.34
363,14.5
364,10.34
365,8.94
366,4.32
367,5.56
368,9.620000000000001
369,14.939999999999998
370,0.0
371,10.059999999999999
372,9.0
373,0.0
374,15.059999999999999
375,10.76
376,10.9
377,8.02
378,6.840000000000001
379,4.62
380,4.6
381,25.860000000000003
382,20.54
383,0.0
384,6.580000000000001
385,11.220000000000002
386,14.24
