MovingAverage,HistoricWindow,PredictionWindow,MAE,MSE,RMSE
MPAH-12,PAH-1,half,1.3931136154460175,6.980084173471739,2.6419848927410126
MPAH-12,PAH-1,PAH+1,2.428843414605179,19.388941751185932,4.403287607139231
MPAH-12,PAH-1,PAH+2,3.434482594830716,32.003565611553256,5.6571693992272545
MPAH-12,PAH-1,PAH+3,4.002464242308614,40.82429460392748,6.389389219943286
MPAH-12,PAH-1,PAH+4,4.375614207161675,48.11911264829803,6.9367941189210764
MPAH-12,PAH-1,PAH+6,4.661478630334037,53.59884392734829,7.321123132918084
MPAH-12,PAH-1,PAH+12,4.563146267754518,49.037369466689896,7.002668738894472
MPAH-12,PAH-1,PAH+24,4.096150934166893,40.22933606152536,6.342660014656734
MPAH-6,PAH-24,quarter,0.7736364880399621,1.8831185433454511,1.3722676646141054
MPAH-6,PAH-24,half,1.426074787235808,7.082638833598345,2.6613227601323266
MPAH-6,PAH-24,PAH+1,2.459788057064799,19.22710914185127,4.384872762333163
MPAH-6,PAH-24,PAH+2,3.5072976249815997,32.922236609084514,5.737790220031098
MPAH-6,PAH-24,PAH+3,4.1376769024972075,43.48554387651702,6.5943569721783355
MPAH-6,PAH-24,PAH+4,4.533508800152251,52.08205929964913,7.216790096687663
MPAH-6,PAH-24,PAH+6,4.813624619901651,57.80149100434884,7.6027291813104085
MPAH-6,PAH-24,PAH+12,5.0663060595620255,61.23559007808881,7.825317250954674
MPAH-6,PAH-24,PAH+24,4.000340927852243,37.62070552499605,6.133572003734533
MPAH-6,PAH-12,quarter,0.7682366314154636,1.8811777848671256,1.3715603467828623
MPAH-6,PAH-12,half,1.421672530964923,7.12544687100716,2.6693532683043584
MPAH-6,PAH-12,PAH+1,2.4541514641652555,19.42240272843388,4.407085514082281
MPAH-6,PAH-12,PAH+2,3.51135975980044,32.666002140214495,5.715417932243843
MPAH-6,PAH-12,PAH+3,4.106173571294564,42.58627879370945,6.525816331594803
MPAH-6,PAH-12,PAH+4,4.479261712074528,50.420949440841554,7.100771045516223
MPAH-6,PAH-12,PAH+6,4.708298584234306,54.31906956429346,7.37014718742397
MPAH-6,PAH-12,PAH+12,4.034298166334354,40.176817223249415,6.338518535371606
MPAH-6,PAH-12,PAH+24,4.108331629809683,40.140420437821476,6.335646805009057
MPAH-6,PAH-6,quarter,0.7582818374617435,1.8428751505071086,1.357525377481802
MPAH-6,PAH-6,half,1.398542885975693,7.027313730183771,2.6509080953861397
MPAH-6,PAH-6,PAH+1,2.4125278255715794,19.333754327710142,4.397016525749038
MPAH-6,PAH-6,PAH+2,3.436165191208709,32.10834902609271,5.666422948041622
MPAH-6,PAH-6,PAH+3,4.046628815321995,41.78009388248,6.4637523067085425
MPAH-6,PAH-6,PAH+4,4.449305010499628,49.76167137583559,7.054195303210395
MPAH-6,PAH-6,PAH+6,4.776013952011123,56.462032866763806,7.514122228628159
MPAH-6,PAH-6,PAH+12,5.049751556245768,60.01152644615201,7.74671068558469
MPAH-6,PAH-6,PAH+24,4.110677593422187,40.633435879460784,6.374436122470817
MPAH-6,PAH-3,quarter,0.7668178460422194,1.8972893916651405,1.3774212832917678
MPAH-6,PAH-3,half,1.4158165244577017,7.195707807707877,2.6824816509545553
MPAH-6,PAH-3,PAH+1,2.4447025326091296,19.6831407324505,4.436568576326811
MPAH-6,PAH-3,PAH+2,3.498333840012917,33.31735315117437,5.772118601620584
MPAH-6,PAH-3,PAH+3,4.14710538950678,44.01504358697848,6.634383436837102
MPAH-6,PAH-3,PAH+4,4.561641689961492,52.68887177071899,7.258710062450421
MPAH-6,PAH-3,PAH+6,4.844314773009743,58.50430754861638,7.648810858467895
MPAH-6,PAH-3,PAH+12,5.111859899284303,62.01516002449263,7.874970477690226
MPAH-6,PAH-3,PAH+24,4.112337454975706,40.712041880589275,6.380598865356548
MPAH-6,PAH-1,quarter,0.7458250560564842,1.7975593510187433,1.3407309017915352
MPAH-6,PAH-1,half,1.3982119385537368,7.05558964863501,2.6562359926473045
MPAH-6,PAH-1,PAH+1,2.4488469650648677,19.78006538392215,4.4474785422666345
MPAH-6,PAH-1,PAH+2,3.4931445347717403,33.35973455712361,5.775788652394027
MPAH-6,PAH-1,PAH+3,4.13168405601009,43.672115302972124,6.6084881253560654
MPAH-6,PAH-1,PAH+4,4.529032859693693,52.10532479588403,7.218401817291971
MPAH-6,PAH-1,PAH+6,4.827615953593546,58.00054977915128,7.615809200547981
MPAH-6,PAH-1,PAH+12,5.0987005421945355,62.077425414466006,7.878922858771116
MPAH-6,PAH-1,PAH+24,4.105105791616281,40.78200863738189,6.386079285240819
