timestamp,year,month,day,hour,minute,A UNIX,Celsius,precipIntensity,precipProbability,apparentTemperature,dewPoint,humidity,pressure,windSpeed,windGust,windBearing,cloudCover,uvIndex,visibility,ozone,PAH-24,PAH
13/12/2018 17:30,2018,12,13,17,30,1544722200,3.255555556,0.0013,0.07,27.88,31.94,0.79,1028.1,19.19,19.83,81,1,0,10,320.4,8.8,8
13/12/2018 18:00,2018,12,13,18,0,1544724000,3.277777778,0.0014,0.06,28.08,32.26,0.8,1028.3,18.64,19.06,81,0.98,0,10,318.9,8.8,7.9
13/12/2018 18:30,2018,12,13,18,30,1544725800,3.277777778,0.0014,0.06,28.08,32.26,0.8,1028.3,18.64,19.06,81,0.98,0,10,318.9,8.8,8
13/12/2018 19:00,2018,12,13,19,0,1544727600,3.277777778,0.0014,0.06,28.08,32.26,0.8,1028.3,18.64,19.06,81,0.98,0,10,318.9,8.8,7.4
13/12/2018 19:30,2018,12,13,19,30,1544729400,3.277777778,0.0014,0.06,28.08,32.26,0.8,1028.3,18.64,19.06,81,0.98,0,10,318.9,8.8,7.5
13/12/2018 20:00,2018,12,13,20,0,1544731200,2.872222222,0.0022,0.05,26.92,31.99,0.81,1028.3,19.4,19.73,79,0.93,0,10,321.4,8.8,8.2
13/12/2018 20:30,2018,12,13,20,30,1544733000,2.872222222,0.0022,0.05,26.92,31.99,0.81,1028.3,19.4,19.73,79,0.93,0,10,321.4,8.8,8.1
13/12/2018 21:00,2018,12,13,21,0,1544734800,2.6,0.0024,0.05,26.27,31.84,0.82,1028.4,19.42,20.08,78,0.88,0,10,322.5,8.8,8.3
13/12/2018 21:30,2018,12,13,21,30,1544736600,2.6,0.0024,0.05,26.27,31.84,0.82,1028.4,19.42,20.08,78,0.88,0,10,322.5,8.8,8.3
13/12/2018 22:00,2018,12,13,22,0,1544738400,2.6,0.0024,0.05,26.27,31.84,0.82,1028.4,19.42,20.08,78,0.88,0,10,322.5,8.8,8
13/12/2018 22:30,2018,12,13,22,30,1544740200,2.6,0.0024,0.05,26.27,31.84,0.82,1028.4,19.42,20.08,78,0.88,0,10,322.5,8.8,8.2
13/12/2018 23:00,2018,12,13,23,0,1544742000,2.116666667,0.0016,0.04,25.41,31.17,0.83,1028.6,18.43,19.47,78,0.68,0,10,323,8.8,8.2
13/12/2018 23:30,2018,12,13,23,30,1544743800,2.116666667,0.0016,0.04,25.41,31.17,0.83,1028.6,18.43,19.47,78,0.68,0,10,323,8.8,7.7
14/12/2018 00:00,2018,12,14,0,0,1544745600,2.255555556,0.0014,0.03,26.3,32.48,0.87,1028.5,16.51,17.69,75,0.57,0,10,327.7,8.8,7.6
14/12/2018 00:30,2018,12,14,0,30,1544747400,2.255555556,0.0014,0.03,26.3,32.48,0.87,1028.5,16.51,17.69,75,0.57,0,10,327.7,8.8,7.8
14/12/2018 01:00,2018,12,14,1,0,1544749200,2.255555556,0.0014,0.03,26.3,32.48,0.87,1028.5,16.51,17.69,75,0.57,0,10,327.7,8.8,8
14/12/2018 01:30,2018,12,14,1,30,1544751000,2.255555556,0.0014,0.03,26.3,32.48,0.87,1028.5,16.51,17.69,75,0.57,0,10,327.7,8.8,8.2
14/12/2018 02:00,2018,12,14,2,0,1544752800,2.327777778,0.0012,0.05,26.3,32.82,0.87,1028.1,17.08,18.13,79,0.32,0,10,329.9,8.8,7.9
14/12/2018 02:30,2018,12,14,2,30,1544754600,2.327777778,0.0012,0.05,26.3,32.82,0.87,1028.1,17.08,18.13,79,0.32,0,10,329.9,8.8,8
14/12/2018 03:00,2018,12,14,3,0,1544756400,2.333333333,0.0012,0.05,26.17,33.09,0.88,1028,17.58,18.76,82,0.26,0,10,330.8,8.8,8.2
14/12/2018 03:30,2018,12,14,3,30,1544758200,2.333333333,0.0012,0.05,26.17,33.09,0.88,1028,17.58,18.76,82,0.26,0,10,330.8,8.8,7.9
14/12/2018 04:00,2018,12,14,4,0,1544760000,2.333333333,0.0012,0.05,26.17,33.09,0.88,1028,17.58,18.76,82,0.26,0,10,330.8,8.8,7.8
14/12/2018 04:30,2018,12,14,4,30,1544761800,2.333333333,0.0012,0.05,26.17,33.09,0.88,1028,17.58,18.76,82,0.26,0,10,330.8,8.8,8
14/12/2018 05:30,2018,12,14,5,30,1544765400,2.433333333,0.0015,0.1,25.89,33.92,0.91,1028,19.38,20.84,89,0.43,0,10,332.3,8.8,7.8
14/12/2018 06:00,2018,12,14,6,0,1544767200,2.533333333,0.0018,0.12,25.99,34.45,0.92,1028.1,19.89,22.15,90,0.56,0,10,331.6,8.8,11.8
14/12/2018 06:30,2018,12,14,6,30,1544769000,2.533333333,0.0018,0.12,25.99,34.45,0.92,1028.1,19.89,22.15,90,0.56,0,10,331.6,8.8,7.8
14/12/2018 07:00,2018,12,14,7,0,1544770800,2.533333333,0.0018,0.12,25.99,34.45,0.92,1028.1,19.89,22.15,90,0.56,0,10,331.6,8.8,7.8
14/12/2018 07:30,2018,12,14,7,30,1544772600,2.533333333,0.0018,0.12,25.99,34.45,0.92,1028.1,19.89,22.15,90,0.56,0,10,331.6,8.8,8
14/12/2018 08:00,2018,12,14,8,0,1544774400,2.961111111,0.0013,0.13,26.63,34.92,0.91,1028.7,21.39,23.5,91,0.84,0,10,331,8.8,7.7
14/12/2018 08:30,2018,12,14,8,30,1544776200,2.961111111,0.0013,0.13,26.63,34.92,0.91,1028.7,21.39,23.5,91,0.84,0,10,331,8.8,7.2
14/12/2018 09:00,2018,12,14,9,0,1544778000,3.266666667,0.0011,0.11,27.26,34.95,0.89,1029,21.8,23.72,91,0.93,0,10,331.4,8.8,7
14/12/2018 09:30,2018,12,14,9,30,1544779800,3.266666667,0.0011,0.11,27.26,34.95,0.89,1029,21.8,23.72,91,0.93,0,10,331.4,8.8,6.9
14/12/2018 10:00,2018,12,14,10,0,1544781600,3.266666667,0.0011,0.11,27.26,34.95,0.89,1029,21.8,23.72,91,0.93,0,10,331.4,8.8,6.6
14/12/2018 10:30,2018,12,14,10,30,1544783400,3.266666667,0.0011,0.11,27.26,34.95,0.89,1029,21.8,23.72,91,0.93,0,10,331.4,8.8,6.6
14/12/2018 11:00,2018,12,14,11,0,1544785200,3.661111111,0.0006,0.08,28.47,34.54,0.85,1029.3,20.65,22.68,92,0.88,0,10,335.3,8.8,6.9
14/12/2018 11:30,2018,12,14,11,30,1544787000,3.661111111,0.0006,0.08,28.47,34.54,0.85,1029.3,20.65,22.68,92,0.88,0,10,335.3,8.8,6.7
14/12/2018 11:45,2018,12,14,11,45,1544787900,3.661111111,0.0006,0.08,28.47,34.54,0.85,1029.3,20.65,22.68,92,0.88,0,10,335.3,8.8,6.7
14/12/2018 12:00,2018,12,14,12,0,1544788800,3.522222222,0.0005,0.07,28.28,34.43,0.86,1029.4,20.1,21.51,88,0.81,0,10,336,8.8,6.4
14/12/2018 12:15,2018,12,14,12,15,1544789700,3.522222222,0.0005,0.07,28.28,34.43,0.86,1029.4,20.1,21.51,88,0.81,0,10,336,8.8,6.5
14/12/2018 12:30,2018,12,14,12,30,1544790600,3.522222222,0.0005,0.07,28.28,34.43,0.86,1029.4,20.1,21.51,88,0.81,0,10,336,8.8,6.5
14/12/2018 12:45,2018,12,14,12,45,1544791500,3.522222222,0.0005,0.07,28.28,34.43,0.86,1029.4,20.1,21.51,88,0.81,0,10,336,8.8,6.6
14/12/2018 13:00,2018,12,14,13,0,1544792400,3.522222222,0.0005,0.07,28.28,34.43,0.86,1029.4,20.1,21.51,88,0.81,0,10,336,8.8,6.9
14/12/2018 13:15,2018,12,14,13,15,1544793300,3.522222222,0.0005,0.07,28.28,34.43,0.86,1029.4,20.1,21.51,88,0.81,0,10,336,8.8,7
14/12/2018 13:30,2018,12,14,13,30,1544794200,3.522222222,0.0005,0.07,28.28,34.43,0.86,1029.4,20.1,21.51,88,0.81,0,10,336,8.8,7.2
14/12/2018 13:45,2018,12,14,13,45,1544795100,3.522222222,0.0005,0.07,28.28,34.43,0.86,1029.4,20.1,21.51,88,0.81,0,10,336,8.8,7
14/12/2018 14:00,2018,12,14,14,0,1544796000,3.561111111,0.0002,0.04,28.47,33.59,0.83,1029.3,19.69,20.5,89,0.59,0,10,340.6,8.8,7.2
14/12/2018 14:15,2018,12,14,14,15,1544796900,3.561111111,0.0002,0.04,28.47,33.59,0.83,1029.3,19.69,20.5,89,0.59,0,10,340.6,8.8,7.1
14/12/2018 14:30,2018,12,14,14,30,1544797800,3.561111111,0.0002,0.04,28.47,33.59,0.83,1029.3,19.69,20.5,89,0.59,0,10,340.6,8.8,7.1
14/12/2018 14:45,2018,12,14,14,45,1544798700,3.561111111,0.0002,0.04,28.47,33.59,0.83,1029.3,19.69,20.5,89,0.59,0,10,340.6,8.8,7.1
14/12/2018 15:00,2018,12,14,15,0,1544799600,3.516666667,0.0002,0.02,28.42,33.17,0.82,1029.4,19.48,20.13,91,0.53,0,10,342.7,8.8,7.3
14/12/2018 15:15,2018,12,14,15,15,1544800500,3.516666667,0.0002,0.02,28.42,33.17,0.82,1029.4,19.48,20.13,91,0.53,0,10,342.7,8.8,7.7
14/12/2018 15:30,2018,12,14,15,30,1544801400,3.516666667,0.0002,0.02,28.42,33.17,0.82,1029.4,19.48,20.13,91,0.53,0,10,342.7,8.8,11.8
14/12/2018 15:45,2018,12,14,15,45,1544802300,3.516666667,0.0002,0.02,28.42,33.17,0.82,1029.4,19.48,20.13,91,0.53,0,10,342.7,8.8,16.2
14/12/2018 16:00,2018,12,14,16,0,1544803200,3.516666667,0.0002,0.02,28.42,33.17,0.82,1029.4,19.48,20.13,91,0.53,0,10,342.7,8.8,20.1
14/12/2018 16:15,2018,12,14,16,15,1544804100,3.516666667,0.0002,0.02,28.42,33.17,0.82,1029.4,19.48,20.13,91,0.53,0,10,342.7,8.8,24
14/12/2018 16:30,2018,12,14,16,30,1544805000,3.516666667,0.0002,0.02,28.42,33.17,0.82,1029.4,19.48,20.13,91,0.53,0,10,342.7,8.8,20.5
14/12/2018 16:45,2018,12,14,16,45,1544805900,3.516666667,0.0002,0.02,28.42,33.17,0.82,1029.4,19.48,20.13,91,0.53,0,10,342.7,8.8,16.9
14/12/2018 17:00,2018,12,14,17,0,1544806800,3.238888889,0.0008,0.08,27.73,32.89,0.82,1029.9,19.64,19.99,94,0.64,0,10,345.2,8.8,13.2
14/12/2018 17:15,2018,12,14,17,15,1544807700,3.238888889,0.0008,0.08,27.73,32.89,0.82,1029.9,19.64,19.99,94,0.64,0,10,345.2,8.8,9.6
14/12/2018 17:30,2018,12,14,17,30,1544808600,3.238888889,0.0008,0.08,27.73,32.89,0.82,1029.9,19.64,19.99,94,0.64,0,10,345.2,8,9.5
14/12/2018 17:45,2018,12,14,17,45,1544809500,3.238888889,0.0008,0.08,27.73,32.89,0.82,1029.9,19.64,19.99,94,0.64,0,10,345.2,7.95,9.4
14/12/2018 18:00,2018,12,14,18,0,1544810400,3.072222222,0.0016,0.08,27.53,32.6,0.82,1030.2,18.9,19.94,96,0.73,0,10,345.8,7.9,9.2
14/12/2018 18:15,2018,12,14,18,15,1544811300,3.072222222,0.0016,0.08,27.53,32.6,0.82,1030.2,18.9,19.94,96,0.73,0,10,345.8,7.95,9.3
14/12/2018 18:30,2018,12,14,18,30,1544812200,3.072222222,0.0016,0.08,27.53,32.6,0.82,1030.2,18.9,19.94,96,0.73,0,10,345.8,8,9.3
14/12/2018 18:45,2018,12,14,18,45,1544813100,3.072222222,0.0016,0.08,27.53,32.6,0.82,1030.2,18.9,19.94,96,0.73,0,10,345.8,7.7,9.3
14/12/2018 19:00,2018,12,14,19,0,1544814000,3.072222222,0.0016,0.08,27.53,32.6,0.82,1030.2,18.9,19.94,96,0.73,0,10,345.8,7.4,9.6
14/12/2018 19:15,2018,12,14,19,15,1544814900,3.072222222,0.0016,0.08,27.53,32.6,0.82,1030.2,18.9,19.94,96,0.73,0,10,345.8,7.45,9.5
14/12/2018 19:30,2018,12,14,19,30,1544815800,3.072222222,0.0016,0.08,27.53,32.6,0.82,1030.2,18.9,19.94,96,0.73,0,10,345.8,7.5,9.5
14/12/2018 19:45,2018,12,14,19,45,1544816700,3.072222222,0.0016,0.08,27.53,32.6,0.82,1030.2,18.9,19.94,96,0.73,0,10,345.8,7.85,9.3
14/12/2018 20:00,2018,12,14,20,0,1544817600,2.855555556,0.0023,0.06,26.98,33.24,0.86,1030.3,19.01,19.81,100,0.9,0,10,345.2,8.2,9.3
14/12/2018 20:15,2018,12,14,20,15,1544818500,2.855555556,0.0023,0.06,26.98,33.24,0.86,1030.3,19.01,19.81,100,0.9,0,10,345.2,8.15,9.2
14/12/2018 20:30,2018,12,14,20,30,1544819400,2.855555556,0.0023,0.06,26.98,33.24,0.86,1030.3,19.01,19.81,100,0.9,0,10,345.2,8.1,9.4
14/12/2018 20:45,2018,12,14,20,45,1544820300,2.855555556,0.0023,0.06,26.98,33.24,0.86,1030.3,19.01,19.81,100,0.9,0,10,345.2,8.2,9.5
14/12/2018 21:00,2018,12,14,21,0,1544821200,2.677777778,0.0024,0.06,26.63,33.56,0.88,1030.3,18.8,19.47,104,0.97,0,10,344,8.3,9.5
14/12/2018 21:15,2018,12,14,21,15,1544822100,2.677777778,0.0024,0.06,26.63,33.56,0.88,1030.3,18.8,19.47,104,0.97,0,10,344,8.3,9.5
14/12/2018 21:30,2018,12,14,21,30,1544823000,2.677777778,0.0024,0.06,26.63,33.56,0.88,1030.3,18.8,19.47,104,0.97,0,10,344,8.3,9.2
14/12/2018 21:45,2018,12,14,21,45,1544823900,2.677777778,0.0024,0.06,26.63,33.56,0.88,1030.3,18.8,19.47,104,0.97,0,10,344,8.15,9.3
14/12/2018 22:00,2018,12,14,22,0,1544824800,2.677777778,0.0024,0.06,26.63,33.56,0.88,1030.3,18.8,19.47,104,0.97,0,10,344,8,9.2
14/12/2018 22:15,2018,12,14,22,15,1544825700,2.677777778,0.0024,0.06,26.63,33.56,0.88,1030.3,18.8,19.47,104,0.97,0,10,344,8.1,9.5
14/12/2018 22:30,2018,12,14,22,30,1544826600,2.677777778,0.0024,0.06,26.63,33.56,0.88,1030.3,18.8,19.47,104,0.97,0,10,344,8.2,9.6
14/12/2018 22:45,2018,12,14,22,45,1544827500,2.677777778,0.0024,0.06,26.63,33.56,0.88,1030.3,18.8,19.47,104,0.97,0,10,344,8.2,9.6
14/12/2018 23:00,2018,12,14,23,0,1544828400,2.261111111,0.0023,0.06,26.39,33.53,0.9,1030.5,16.26,17.88,111,0.97,0,10,340,8.2,9.6
14/12/2018 23:15,2018,12,14,23,15,1544829300,2.261111111,0.0023,0.06,26.39,33.53,0.9,1030.5,16.26,17.88,111,0.97,0,10,340,7.95,9.3
14/12/2018 23:30,2018,12,14,23,30,1544830200,2.261111111,0.0023,0.06,26.39,33.53,0.9,1030.5,16.26,17.88,111,0.97,0,10,340,7.7,9.1
14/12/2018 23:45,2018,12,14,23,45,1544831100,2.261111111,0.0023,0.06,26.39,33.53,0.9,1030.5,16.26,17.88,111,0.97,0,10,340,7.65,9.1
15/12/2018 00:00,2018,12,15,0,0,1544832000,2.244444444,0.0021,0.06,26.71,33.78,0.91,1030.5,15.15,16.31,116,0.97,0,10,336.4,7.6,8.9
15/12/2018 00:15,2018,12,15,0,15,1544832900,2.244444444,0.0021,0.06,26.71,33.78,0.91,1030.5,15.15,16.31,116,0.97,0,10,336.4,7.7,8.9
15/12/2018 00:30,2018,12,15,0,30,1544833800,2.244444444,0.0021,0.06,26.71,33.78,0.91,1030.5,15.15,16.31,116,0.97,0,10,336.4,7.8,8.9
15/12/2018 00:45,2018,12,15,0,45,1544834700,2.244444444,0.0021,0.06,26.71,33.78,0.91,1030.5,15.15,16.31,116,0.97,0,10,336.4,7.9,8.9
15/12/2018 01:00,2018,12,15,1,0,1544835600,2.244444444,0.0021,0.06,26.71,33.78,0.91,1030.5,15.15,16.31,116,0.97,0,10,336.4,8,9
15/12/2018 01:15,2018,12,15,1,15,1544836500,2.244444444,0.0021,0.06,26.71,33.78,0.91,1030.5,15.15,16.31,116,0.97,0,10,336.4,8.1,9
15/12/2018 01:30,2018,12,15,1,30,1544837400,2.244444444,0.0021,0.06,26.71,33.78,0.91,1030.5,15.15,16.31,116,0.97,0,10,336.4,8.2,9.1
15/12/2018 01:45,2018,12,15,1,45,1544838300,2.244444444,0.0021,0.06,26.71,33.78,0.91,1030.5,15.15,16.31,116,0.97,0,10,336.4,8.05,9
15/12/2018 02:00,2018,12,15,2,0,1544839200,1.95,0.0029,0.07,26.69,32.99,0.9,1030.6,13.32,14.82,130,0.94,0,10,330.1,7.9,9.1
15/12/2018 02:15,2018,12,15,2,15,1544840100,1.95,0.0029,0.07,26.69,32.99,0.9,1030.6,13.32,14.82,130,0.94,0,10,330.1,7.95,9.1
15/12/2018 02:30,2018,12,15,2,30,1544841000,1.95,0.0029,0.07,26.69,32.99,0.9,1030.6,13.32,14.82,130,0.94,0,10,330.1,8,9.1
15/12/2018 02:45,2018,12,15,2,45,1544841900,1.95,0.0029,0.07,26.69,32.99,0.9,1030.6,13.32,14.82,130,0.94,0,10,330.1,8.1,9.1
15/12/2018 03:00,2018,12,15,3,0,1544842800,1.994444444,0.003,0.06,26.74,32.02,0.87,1030.6,13.43,14.74,138,0.92,0,10,326.8,8.2,8.9
15/12/2018 03:15,2018,12,15,3,15,1544843700,1.994444444,0.003,0.06,26.74,32.02,0.87,1030.6,13.43,14.74,138,0.92,0,10,326.8,8.05,8.9
15/12/2018 03:30,2018,12,15,3,30,1544844600,1.994444444,0.003,0.06,26.74,32.02,0.87,1030.6,13.43,14.74,138,0.92,0,10,326.8,7.9,9
15/12/2018 03:45,2018,12,15,3,45,1544845500,1.994444444,0.003,0.06,26.74,32.02,0.87,1030.6,13.43,14.74,138,0.92,0,10,326.8,7.85,9
15/12/2018 04:00,2018,12,15,4,0,1544846400,1.994444444,0.003,0.06,26.74,32.02,0.87,1030.6,13.43,14.74,138,0.92,0,10,326.8,7.8,9.2
15/12/2018 04:15,2018,12,15,4,15,1544847300,1.994444444,0.003,0.06,26.74,32.02,0.87,1030.6,13.43,14.74,138,0.92,0,10,326.8,7.9,9.1
15/12/2018 04:30,2018,12,15,4,30,1544848200,1.994444444,0.003,0.06,26.74,32.02,0.87,1030.6,13.43,14.74,138,0.92,0,10,326.8,8,9
15/12/2018 04:45,2018,12,15,4,45,1544849100,1.994444444,0.003,0.06,26.74,32.02,0.87,1030.6,13.43,14.74,138,0.92,0,10,326.8,7.9,9
15/12/2018 05:00,2018,12,15,5,0,1544850000,1.744444444,0.002,0.05,26.01,30.71,0.84,1030.6,13.87,17.31,142,0.95,0,10,319.5,7.9,8.9
15/12/2018 05:30,2018,12,15,5,30,1544851800,1.744444444,0.002,0.05,26.01,30.71,0.84,1030.6,13.87,17.31,142,0.95,0,10,319.5,7.8,9.1
15/12/2018 05:45,2018,12,15,5,45,1544852700,1.744444444,0.002,0.05,26.01,30.71,0.84,1030.6,13.87,17.31,142,0.95,0,10,319.5,9.8,9
15/12/2018 06:00,2018,12,15,6,0,1544853600,1.922222222,0.0014,0.05,26.35,30.45,0.82,1030.7,14.05,16.94,142,0.94,0,10,314.7,11.8,9.1
15/12/2018 06:15,2018,12,15,6,15,1544854500,1.922222222,0.0014,0.05,26.35,30.45,0.82,1030.7,14.05,16.94,142,0.94,0,10,314.7,9.8,11.4
15/12/2018 06:30,2018,12,15,6,30,1544855400,1.922222222,0.0014,0.05,26.35,30.45,0.82,1030.7,14.05,16.94,142,0.94,0,10,314.7,7.8,9.2
15/12/2018 06:45,2018,12,15,6,45,1544856300,1.922222222,0.0014,0.05,26.35,30.45,0.82,1030.7,14.05,16.94,142,0.94,0,10,314.7,7.8,9.3
15/12/2018 07:00,2018,12,15,7,0,1544857200,1.922222222,0.0014,0.05,26.35,30.45,0.82,1030.7,14.05,16.94,142,0.94,0,10,314.7,7.8,9.1
15/12/2018 07:15,2018,12,15,7,15,1544858100,1.922222222,0.0014,0.05,26.35,30.45,0.82,1030.7,14.05,16.94,142,0.94,0,10,314.7,7.9,9.2
15/12/2018 07:30,2018,12,15,7,30,1544859000,1.922222222,0.0014,0.05,26.35,30.45,0.82,1030.7,14.05,16.94,142,0.94,0,10,314.7,8,8.9
15/12/2018 07:45,2018,12,15,7,45,1544859900,1.922222222,0.0014,0.05,26.35,30.45,0.82,1030.7,14.05,16.94,142,0.94,0,10,314.7,7.85,9.2
15/12/2018 08:00,2018,12,15,8,0,1544860800,2.344444444,0,0,27.34,30.79,0.8,1030.7,13.99,15.63,143,0.99,0,10,307.6,7.7,11.8
15/12/2018 08:15,2018,12,15,8,15,1544861700,2.344444444,0,0,27.34,30.79,0.8,1030.7,13.99,15.63,143,0.99,0,10,307.6,7.45,15.1
15/12/2018 08:30,2018,12,15,8,30,1544862600,2.344444444,0,0,27.34,30.79,0.8,1030.7,13.99,15.63,143,0.99,0,10,307.6,7.2,18.5
15/12/2018 08:45,2018,12,15,8,45,1544863500,2.344444444,0,0,27.34,30.79,0.8,1030.7,13.99,15.63,143,0.99,0,10,307.6,7.1,21.7
15/12/2018 09:00,2018,12,15,9,0,1544864400,2.455555556,0,0,27.71,31.07,0.81,1030.9,13.67,14.82,140,1,0,10,304.8,7,19.9
15/12/2018 09:15,2018,12,15,9,15,1544865300,2.455555556,0,0,27.71,31.07,0.81,1030.9,13.67,14.82,140,1,0,10,304.8,6.95,16.6
15/12/2018 09:30,2018,12,15,9,30,1544866200,2.455555556,0,0,27.71,31.07,0.81,1030.9,13.67,14.82,140,1,0,10,304.8,6.9,13
15/12/2018 09:45,2018,12,15,9,45,1544867100,2.455555556,0,0,27.71,31.07,0.81,1030.9,13.67,14.82,140,1,0,10,304.8,6.75,9.4
15/12/2018 10:00,2018,12,15,10,0,1544868000,2.455555556,0,0,27.71,31.07,0.81,1030.9,13.67,14.82,140,1,0,10,304.8,6.6,8.5
15/12/2018 10:15,2018,12,15,10,15,1544868900,2.455555556,0,0,27.71,31.07,0.81,1030.9,13.67,14.82,140,1,0,10,304.8,6.6,8.5
15/12/2018 10:30,2018,12,15,10,30,1544869800,2.455555556,0,0,27.71,31.07,0.81,1030.9,13.67,14.82,140,1,0,10,304.8,6.6,8.6
15/12/2018 10:45,2018,12,15,10,45,1544870700,2.455555556,0,0,27.71,31.07,0.81,1030.9,13.67,14.82,140,1,0,10,304.8,6.75,8.4
15/12/2018 11:00,2018,12,15,11,0,1544871600,2.688888889,0,0,28.56,31.73,0.82,1030.5,12.78,13.37,132,0.95,0,10,301,6.9,8
15/12/2018 11:15,2018,12,15,11,15,1544872500,2.688888889,0,0,28.56,31.73,0.82,1030.5,12.78,13.37,132,0.95,0,10,301,6.8,7.5
15/12/2018 11:30,2018,12,15,11,30,1544873400,2.688888889,0,0,28.56,31.73,0.82,1030.5,12.78,13.37,132,0.95,0,10,301,6.7,7.1
15/12/2018 11:45,2018,12,15,11,45,1544874300,2.688888889,0,0,28.56,31.73,0.82,1030.5,12.78,13.37,132,0.95,0,10,301,6.7,7
15/12/2018 12:00,2018,12,15,12,0,1544875200,2.911111111,0,0,29.93,33.79,0.87,1030.1,10.66,12.92,125,0.91,0,10,304.5,6.4,7.2
15/12/2018 12:15,2018,12,15,12,15,1544876100,2.911111111,0,0,29.93,33.79,0.87,1030.1,10.66,12.92,125,0.91,0,10,304.5,6.5,7.1
15/12/2018 12:30,2018,12,15,12,30,1544877000,2.911111111,0,0,29.93,33.79,0.87,1030.1,10.66,12.92,125,0.91,0,10,304.5,6.5,7.2
15/12/2018 12:45,2018,12,15,12,45,1544877900,2.911111111,0,0,29.93,33.79,0.87,1030.1,10.66,12.92,125,0.91,0,10,304.5,6.6,7.1
15/12/2018 13:00,2018,12,15,13,0,1544878800,2.911111111,0,0,29.93,33.79,0.87,1030.1,10.66,12.92,125,0.91,0,10,304.5,6.9,7.1
15/12/2018 13:15,2018,12,15,13,15,1544879700,2.911111111,0,0,29.93,33.79,0.87,1030.1,10.66,12.92,125,0.91,0,10,304.5,7,7.2
15/12/2018 13:30,2018,12,15,13,30,1544880600,2.911111111,0,0,29.93,33.79,0.87,1030.1,10.66,12.92,125,0.91,0,10,304.5,7.2,7.3
15/12/2018 13:45,2018,12,15,13,45,1544881500,2.911111111,0,0,29.93,33.79,0.87,1030.1,10.66,12.92,125,0.91,0,10,304.5,7,7.2
15/12/2018 14:00,2018,12,15,14,0,1544882400,2.988888889,0,0,29.86,33.34,0.85,1028.7,11.22,15.82,131,0.85,0,10,303.1,7.2,7.4
15/12/2018 14:15,2018,12,15,14,15,1544883300,2.988888889,0,0,29.86,33.34,0.85,1028.7,11.22,15.82,131,0.85,0,10,303.1,7.1,7.9
15/12/2018 14:30,2018,12,15,14,30,1544884200,2.988888889,0,0,29.86,33.34,0.85,1028.7,11.22,15.82,131,0.85,0,10,303.1,7.1,8.4
15/12/2018 14:45,2018,12,15,14,45,1544885100,2.988888889,0,0,29.86,33.34,0.85,1028.7,11.22,15.82,131,0.85,0,10,303.1,7.1,8.9
15/12/2018 15:00,2018,12,15,15,0,1544886000,2.988888889,0.0004,0.03,29.56,33.14,0.85,1028.3,11.99,17.46,135,0.81,0,10,302.4,7.3,9.3
15/12/2018 15:15,2018,12,15,15,15,1544886900,2.988888889,0.0004,0.03,29.56,33.14,0.85,1028.3,11.99,17.46,135,0.81,0,10,302.4,7.7,9.7
15/12/2018 15:30,2018,12,15,15,30,1544887800,2.988888889,0.0004,0.03,29.56,33.14,0.85,1028.3,11.99,17.46,135,0.81,0,10,302.4,11.8,10.5
15/12/2018 15:45,2018,12,15,15,45,1544888700,2.988888889,0.0004,0.03,29.56,33.14,0.85,1028.3,11.99,17.46,135,0.81,0,10,302.4,16.2,11.3
15/12/2018 16:00,2018,12,15,16,0,1544889600,2.988888889,0.0004,0.03,29.56,33.14,0.85,1028.3,11.99,17.46,135,0.81,0,10,302.4,20.1,11.7
15/12/2018 16:15,2018,12,15,16,15,1544890500,2.988888889,0.0004,0.03,29.56,33.14,0.85,1028.3,11.99,17.46,135,0.81,0,10,302.4,24,11.4
15/12/2018 16:30,2018,12,15,16,30,1544891400,2.988888889,0.0004,0.03,29.56,33.14,0.85,1028.3,11.99,17.46,135,0.81,0,10,302.4,20.5,10.9
15/12/2018 16:45,2018,12,15,16,45,1544892300,2.988888889,0.0004,0.03,29.56,33.14,0.85,1028.3,11.99,17.46,135,0.81,0,10,302.4,16.9,10.7
15/12/2018 17:00,2018,12,15,17,0,1544893200,2.955555556,0.0004,0.02,28.79,33.26,0.85,1027.3,13.85,19.59,135,0.67,0,10,301.6,13.2,10.6
15/12/2018 17:15,2018,12,15,17,15,1544894100,2.955555556,0.0004,0.02,28.79,33.26,0.85,1027.3,13.85,19.59,135,0.67,0,10,301.6,9.6,10.7
15/12/2018 17:30,2018,12,15,17,30,1544895000,2.955555556,0.0004,0.02,28.79,33.26,0.85,1027.3,13.85,19.59,135,0.67,0,10,301.6,9.5,10.6
15/12/2018 17:45,2018,12,15,17,45,1544895900,2.955555556,0.0004,0.02,28.79,33.26,0.85,1027.3,13.85,19.59,135,0.67,0,10,301.6,9.4,10.4
15/12/2018 18:00,2018,12,15,18,0,1544896800,2.966666667,0.0004,0.02,28.61,33.39,0.85,1026.7,14.45,20.41,135,0.63,0,10,299.9,9.2,10.3
15/12/2018 18:15,2018,12,15,18,15,1544897700,2.966666667,0.0004,0.02,28.61,33.39,0.85,1026.7,14.45,20.41,135,0.63,0,10,299.9,9.3,10.6
15/12/2018 18:30,2018,12,15,18,30,1544898600,2.966666667,0.0004,0.02,28.61,33.39,0.85,1026.7,14.45,20.41,135,0.63,0,10,299.9,9.3,10.4
