,0,1,2,3,4,5,6,7
1306,2019.0,1.0,24.0,12.0,45.0,-1.4222222219999998,11.5,11.8
1307,2019.0,7.0,18.0,17.0,0.0,20.00555556,54.3,65.6
1308,2019.0,1.0,15.0,6.0,45.0,3.683333333,10.0,9.8
1309,2019.0,2.0,24.0,23.0,45.0,5.161111111,12.5,12.5
1310,2019.0,7.0,20.0,7.0,15.0,17.55555556,37.2,47.0
1311,2019.0,3.0,18.0,0.0,0.0,4.461111111,10.5,10.1
1312,2019.0,3.0,7.0,19.0,45.0,5.911111111,6.7,6.9
1313,2019.0,2.0,9.0,7.0,0.0,4.777777778,11.8,9.3
1314,2019.0,6.0,16.0,2.0,30.0,15.05,15.8,15.5
1315,2019.0,10.0,19.0,2.0,30.0,11.07222222,10.9,10.4
1316,2019.0,9.0,17.0,13.0,0.0,11.94444444,19.0,18.9
1317,2019.0,5.0,2.0,17.0,0.0,9.177777778,5.2,2.4
1318,2019.0,2.0,13.0,16.0,45.0,6.1166666670000005,12.8,19.2
1319,2019.0,9.0,28.0,9.0,30.0,14.34444444,21.7,3.3
1320,2019.0,7.0,17.0,16.0,30.0,19.62222222,50.4,62.6
1321,2019.0,9.0,24.0,14.0,30.0,14.82222222,4.1,4.1
1322,2019.0,5.0,18.0,8.0,0.0,11.27777778,8.5,8.9
1323,2019.0,8.0,19.0,11.0,0.0,19.22222222,18.9,17.6
1324,2019.0,6.0,16.0,2.0,45.0,15.05,15.7,14.7
1325,2019.0,10.0,3.0,20.0,15.0,10.05555556,9.0,9.3
1326,2019.0,7.0,29.0,6.0,30.0,19.60555556,18.8,14.5
1327,2019.0,7.0,29.0,11.0,45.0,20.82222222,8.1,9.2
1328,2018.0,12.0,16.0,0.0,15.0,2.166666667,10.6,10.3
1329,2019.0,7.0,21.0,14.0,15.0,19.1,42.9,40.9
1330,2019.0,11.0,4.0,12.0,45.0,9.344444444,8.3,6.9
1331,2019.0,10.0,26.0,0.0,0.0,12.38888889,9.9,9.8
1332,2019.0,2.0,7.0,20.0,0.0,4.905555556,10.6,10.8
1333,2019.0,7.0,18.0,21.0,0.0,19.02222222,60.9,60.9
1334,2019.0,8.0,23.0,20.0,45.0,19.35555556,22.5,25.9
1335,2019.0,3.0,16.0,10.0,30.0,5.077777778,13.9,7.8
1336,2019.0,1.0,26.0,22.0,15.0,2.527777778,11.8,10.9
1337,2019.0,4.0,29.0,11.0,15.0,10.04444444,22.9,25.2
1338,2019.0,7.0,9.0,13.0,15.0,18.34444444,4.2,5.8
1339,2019.0,10.0,11.0,4.0,30.0,11.49444444,9.2,9.4
1340,2019.0,10.0,7.0,11.0,45.0,7.694444444,2.9,2.8
1341,2019.0,4.0,21.0,19.0,0.0,12.53333333,7.1,11.2
1342,2019.0,3.0,24.0,20.0,30.0,5.283333333,8.1,8.7
1343,2019.0,9.0,7.0,0.0,0.0,13.50555556,12.1,11.0
1344,2019.0,8.0,23.0,3.0,30.0,16.77777778,10.8,10.7
1345,2019.0,1.0,31.0,21.0,0.0,1.183333333,10.7,10.9
1346,2019.0,2.0,18.0,0.0,0.0,5.233333333,9.3,9.2
1347,2019.0,5.0,19.0,3.0,0.0,11.59444444,14.6,14.7
1348,2019.0,6.0,30.0,13.0,0.0,24.23333333,7.2,6.1
1349,2019.0,4.0,8.0,3.0,45.0,6.6388888889999995,0.0,0.0
1350,2019.0,5.0,24.0,14.0,45.0,12.98333333,6.6,3.8
1351,2019.0,6.0,15.0,0.0,45.0,16.46111111,9.2,10.3
1352,2019.0,10.0,6.0,7.0,45.0,7.333333333,17.3,4.5
1353,2019.0,5.0,30.0,17.0,0.0,13.81111111,20.2,28.6
1354,2019.0,9.0,14.0,4.0,45.0,13.23888889,7.2,7.0
1355,2019.0,6.0,5.0,2.0,0.0,15.15,11.6,12.6
1356,2019.0,7.0,1.0,2.0,15.0,16.51666667,15.9,15.0
1357,2019.0,6.0,13.0,21.0,45.0,16.92777778,16.1,17.2
1358,2019.0,11.0,3.0,1.0,45.0,10.19444444,9.5,11.0
1359,2019.0,2.0,19.0,11.0,30.0,5.505555556,13.3,10.0
1360,2019.0,4.0,20.0,6.0,15.0,7.8944444439999995,20.7,19.8
1361,2018.0,12.0,31.0,9.0,30.0,6.172222222,9.1,15.4
1362,2019.0,6.0,17.0,12.0,0.0,19.38333333,25.3,23.3
1363,2019.0,9.0,20.0,22.0,30.0,13.93888889,13.1,12.2
1364,2019.0,7.0,16.0,21.0,15.0,18.23333333,64.8,69.3
1365,2019.0,2.0,13.0,23.0,15.0,4.838888889,9.6,9.5
1366,2019.0,3.0,14.0,20.0,30.0,5.266666667,9.9,10.0
1367,2019.0,6.0,4.0,1.0,0.0,12.72777778,6.5,7.4
1368,2019.0,1.0,12.0,8.0,0.0,4.716666667,10.1,11.4
1369,2019.0,5.0,2.0,6.0,0.0,8.788888888999999,3.7,2.9
1370,2019.0,8.0,28.0,1.0,30.0,20.01111111,8.0,7.6
1371,2019.0,11.0,7.0,11.0,15.0,6.594444444,5.4,4.4
1372,2019.0,10.0,30.0,7.0,30.0,6.877777778,11.0,7.5
1373,2019.0,2.0,1.0,7.0,15.0,1.077777778,10.5,10.8
1374,2019.0,6.0,11.0,2.0,15.0,15.62777778,8.2,8.2
1375,2019.0,7.0,4.0,10.0,30.0,15.55555556,20.8,17.3
1376,2019.0,4.0,2.0,11.0,0.0,6.816666667000001,0.0,0.0
1377,2018.0,12.0,18.0,3.0,15.0,2.3222222219999997,9.8,9.5
1378,2019.0,3.0,25.0,5.0,30.0,3.8055555560000003,8.4,7.5
1379,2019.0,4.0,7.0,20.0,0.0,8.066666667,0.0,0.0
1380,2019.0,2.0,13.0,21.0,15.0,5.233333333,9.3,10.0
1381,2019.0,8.0,9.0,7.0,0.0,16.62777778,5.4,6.8
1382,2019.0,6.0,21.0,14.0,45.0,17.53888889,12.9,9.0
1383,2019.0,9.0,27.0,20.0,15.0,14.41666667,9.9,10.5
1384,2019.0,5.0,17.0,14.0,0.0,11.51666667,9.0,7.3
1385,2019.0,2.0,17.0,19.0,0.0,5.838888889,8.9,9.1
1386,2019.0,4.0,6.0,11.0,45.0,9.094444444,0.0,0.0
1387,2019.0,7.0,7.0,19.0,45.0,15.14444444,29.9,37.1
1388,2019.0,6.0,5.0,22.0,15.0,17.33333333,14.1,11.3
1389,2019.0,2.0,8.0,16.0,30.0,5.066666667,17.4,20.6
1390,2019.0,6.0,13.0,12.0,30.0,16.88333333,32.4,27.5
1391,2018.0,12.0,23.0,21.0,0.0,1.711111111,11.4,11.0
1392,2019.0,3.0,26.0,10.0,30.0,5.411111111,18.3,10.9
1393,2019.0,6.0,26.0,1.0,45.0,20.37777778,8.1,8.0
1394,2019.0,4.0,5.0,6.0,0.0,7.316666667000001,0.0,0.0
1395,2019.0,8.0,24.0,14.0,30.0,19.62222222,5.9,11.1
1396,2019.0,8.0,7.0,22.0,30.0,18.38888889,20.7,16.6
1397,2019.0,8.0,11.0,1.0,45.0,18.25555556,10.3,10.5
1398,2019.0,5.0,18.0,3.0,15.0,10.26666667,12.6,13.0
1399,2019.0,9.0,7.0,3.0,45.0,13.64444444,9.3,10.0
1400,2019.0,2.0,4.0,3.0,15.0,1.716666667,10.4,10.3
1401,2019.0,8.0,26.0,17.0,0.0,22.78333333,9.8,10.7
1402,2019.0,6.0,1.0,8.0,0.0,14.67777778,42.4,30.2
1403,2019.0,1.0,24.0,18.0,30.0,-1.288888889,13.9,14.1
1404,2019.0,1.0,30.0,8.0,30.0,1.211111111,11.4,10.3
1405,2019.0,2.0,3.0,20.0,0.0,2.394444444,10.8,10.6
1406,2019.0,4.0,16.0,9.0,30.0,4.866666667,0.0,0.0
1407,2019.0,10.0,21.0,3.0,0.0,11.15,0.0,0.0
1408,2019.0,1.0,18.0,7.0,0.0,1.1,15.7,12.6
1409,2019.0,1.0,23.0,6.0,45.0,0.316666667,12.6,12.6
1410,2019.0,5.0,15.0,16.0,0.0,11.92777778,10.3,8.8
1411,2019.0,1.0,3.0,4.0,30.0,2.8,10.4,11.0
1412,2019.0,10.0,4.0,13.0,0.0,10.68888889,2.7,3.2
1413,2019.0,8.0,14.0,14.0,0.0,17.96111111,15.6,6.3
1414,2019.0,9.0,7.0,1.0,45.0,13.50555556,9.7,9.8
1415,2019.0,3.0,6.0,22.0,0.0,5.85,10.9,10.4
1416,2019.0,11.0,14.0,23.0,45.0,6.972222222,11.0,10.1
1417,2019.0,1.0,1.0,22.0,15.0,5.322222222,10.3,9.8
1418,2019.0,10.0,12.0,7.0,45.0,11.64444444,6.2,16.6
1419,2019.0,5.0,19.0,11.0,15.0,14.03888889,5.1,7.6
1420,2019.0,5.0,28.0,1.0,0.0,10.42222222,12.0,11.4
1421,2019.0,7.0,21.0,1.0,30.0,18.1,41.6,37.7
1422,2019.0,5.0,23.0,16.0,45.0,15.85,6.8,3.8
1423,2019.0,1.0,23.0,21.0,30.0,0.18333333300000001,12.2,12.6
1424,2019.0,7.0,21.0,2.0,15.0,17.58888889,37.8,36.5
1425,2019.0,8.0,8.0,21.0,15.0,17.36111111,27.9,22.2
1426,2019.0,7.0,14.0,14.0,30.0,16.43333333,43.9,46.8
1427,2019.0,6.0,22.0,23.0,0.0,16.02777778,24.2,21.5
1428,2019.0,4.0,22.0,9.0,45.0,9.983333333,4.8,7.3
1429,2019.0,10.0,21.0,21.0,0.0,11.73333333,7.2,7.3
1430,2019.0,8.0,28.0,3.0,45.0,19.99444444,7.8,7.4
1431,2019.0,2.0,8.0,8.0,0.0,4.183333333,9.8,8.3
1432,2019.0,2.0,9.0,8.0,30.0,5.322222222,8.8,18.0
1433,2019.0,9.0,17.0,15.0,30.0,12.8,7.7,3.3
1434,2019.0,6.0,10.0,6.0,15.0,14.55,12.4,13.4
1435,2019.0,10.0,15.0,9.0,0.0,12.70555556,11.0,5.2
1436,2019.0,11.0,10.0,13.0,30.0,7.477777777999999,12.5,5.4
1437,2019.0,9.0,8.0,16.0,45.0,16.73333333,4.2,6.5
1438,2019.0,7.0,10.0,14.0,30.0,19.42777778,10.3,9.3
1439,2019.0,6.0,19.0,2.0,15.0,16.85555556,11.3,10.7
1440,2019.0,8.0,29.0,7.0,0.0,19.25,8.5,7.4
1441,2018.0,12.0,28.0,13.0,30.0,6.811111111000001,8.6,8.4
1442,2019.0,11.0,3.0,0.0,45.0,10.19444444,9.6,9.5
1443,2019.0,6.0,3.0,10.0,15.0,16.99444444,17.1,24.5
1444,2019.0,1.0,3.0,5.0,30.0,3.1,11.0,10.4
1445,2019.0,2.0,26.0,16.0,45.0,7.8555555560000005,17.7,6.6
1446,2019.0,4.0,25.0,16.0,0.0,12.75,52.0,44.2
1447,2019.0,10.0,21.0,16.0,15.0,11.62777778,13.1,6.3
1448,2019.0,9.0,22.0,17.0,0.0,16.63333333,1.9,3.8
1449,2019.0,4.0,26.0,4.0,15.0,10.75555556,5.9,5.1
1450,2019.0,10.0,6.0,17.0,0.0,9.377777777999999,2.5,2.0
1451,2019.0,11.0,10.0,2.0,45.0,6.583333333,9.5,9.8
1452,2019.0,5.0,12.0,18.0,15.0,10.82222222,3.5,4.1
1453,2019.0,11.0,5.0,9.0,30.0,6.811111111000001,10.4,18.4
1454,2019.0,1.0,13.0,17.0,45.0,5.8888888889999995,9.6,9.7
1455,2019.0,9.0,19.0,7.0,0.0,11.21111111,6.4,7.9
1456,2018.0,12.0,24.0,23.0,15.0,4.866666667,10.9,10.6
1457,2019.0,7.0,16.0,11.0,15.0,17.46111111,63.7,57.5
1458,2019.0,9.0,14.0,17.0,0.0,16.21666667,3.2,4.1
1459,2019.0,6.0,27.0,8.0,30.0,16.26111111,10.8,8.4
1460,2019.0,5.0,27.0,10.0,15.0,12.63333333,21.2,14.4
1461,2019.0,10.0,22.0,4.0,45.0,11.58333333,6.5,6.6
1462,2019.0,2.0,28.0,1.0,45.0,5.583333333,11.8,12.9
1463,2019.0,10.0,5.0,16.0,30.0,8.944444444,4.2,10.3
1464,2019.0,7.0,22.0,17.0,0.0,17.7,66.6,75.3
1465,2019.0,11.0,1.0,1.0,15.0,7.211111111,10.1,10.2
1466,2019.0,1.0,6.0,16.0,30.0,5.483333332999999,9.2,10.2
1467,2019.0,5.0,20.0,17.0,45.0,14.69444444,2.7,2.6
1468,2019.0,4.0,6.0,10.0,0.0,7.8555555560000005,0.0,0.0
1469,2019.0,6.0,19.0,11.0,0.0,18.88888889,11.8,7.3
1470,2019.0,5.0,12.0,22.0,0.0,9.355555556,6.3,5.1
1471,2019.0,6.0,16.0,19.0,30.0,18.27777778,8.2,8.7
1472,2019.0,6.0,11.0,18.0,45.0,18.92777778,9.3,9.6
1473,2019.0,1.0,2.0,13.0,15.0,4.35,9.0,13.2
1474,2019.0,2.0,27.0,7.0,45.0,5.227777778,10.1,8.8
1475,2019.0,5.0,20.0,6.0,15.0,12.23333333,5.3,6.5
1476,2019.0,11.0,8.0,3.0,0.0,8.177777778,10.7,0.0
1477,2019.0,11.0,7.0,3.0,0.0,4.533333333,12.9,0.0
1478,2019.0,5.0,13.0,22.0,45.0,9.8,8.8,4.5
1479,2019.0,1.0,1.0,11.0,30.0,5.872222222,8.9,8.7
1480,2019.0,11.0,10.0,0.0,45.0,6.527777778,9.5,9.5
1481,2019.0,1.0,28.0,1.0,0.0,3.2166666669999997,9.7,9.6
1482,2019.0,7.0,8.0,13.0,30.0,16.75555556,4.1,3.7
1483,2019.0,5.0,25.0,14.0,45.0,14.66666667,18.2,11.3
1484,2019.0,6.0,27.0,22.0,30.0,17.92222222,18.8,14.4
1485,2019.0,4.0,15.0,23.0,45.0,5.3888888889999995,0.0,0.0
1486,2019.0,7.0,10.0,22.0,30.0,17.13333333,32.5,26.8
1487,2019.0,4.0,20.0,21.0,45.0,10.10555556,16.8,14.0
1488,2019.0,1.0,7.0,4.0,15.0,4.955555556,10.1,10.3
1489,2019.0,4.0,12.0,16.0,45.0,4.077777778,0.0,0.0
1490,2019.0,7.0,23.0,17.0,30.0,22.35555556,35.1,43.0
1491,2019.0,2.0,9.0,15.0,0.0,4.616666667,11.7,17.5
1492,2019.0,9.0,14.0,17.0,45.0,16.21666667,3.2,6.9
1493,2019.0,5.0,15.0,3.0,15.0,9.038888888999999,6.1,0.0
1494,2019.0,4.0,4.0,2.0,30.0,7.511111111,0.0,0.0
1495,2019.0,3.0,17.0,7.0,45.0,5.35,8.6,18.3
1496,2019.0,8.0,22.0,11.0,0.0,19.36111111,10.4,15.4
1497,2019.0,7.0,6.0,3.0,15.0,14.07222222,12.6,0.0
1498,2019.0,7.0,8.0,21.0,30.0,15.21111111,32.9,35.2
1499,2018.0,12.0,23.0,7.0,15.0,3.6555555560000004,9.7,10.2
1500,2019.0,3.0,14.0,4.0,0.0,4.194444444,12.5,12.1
1501,2019.0,5.0,24.0,4.0,30.0,11.25,3.5,1.8
1502,2019.0,3.0,12.0,19.0,30.0,4.688888888999999,11.2,10.7
1503,2019.0,5.0,10.0,2.0,30.0,10.42222222,6.2,5.9
1504,2019.0,9.0,15.0,8.0,0.0,16.16111111,4.7,3.9
1505,2019.0,11.0,12.0,11.0,45.0,6.8944444439999995,14.2,52.2
1506,2019.0,10.0,25.0,9.0,30.0,12.13333333,6.2,4.4
1507,2019.0,11.0,16.0,12.0,0.0,9.094444444,7.3,7.6
1508,2019.0,7.0,16.0,16.0,0.0,18.95555556,40.8,52.2
1509,2019.0,5.0,31.0,11.0,45.0,13.31111111,14.2,16.1
1510,2019.0,3.0,3.0,18.0,0.0,5.827777778,17.7,14.9
1511,2019.0,3.0,16.0,1.0,0.0,4.6444444439999995,10.0,10.2
1512,2019.0,4.0,29.0,16.0,15.0,11.74444444,5.7,3.9
1513,2019.0,11.0,7.0,16.0,30.0,7.1333333329999995,0.0,17.5
1514,2019.0,2.0,21.0,11.0,15.0,6.322222222000001,9.4,8.6
1515,2019.0,2.0,16.0,18.0,0.0,5.677777777999999,9.2,9.8
1516,2019.0,7.0,31.0,13.0,30.0,19.51111111,30.3,25.1
1517,2019.0,6.0,30.0,20.0,45.0,18.87222222,23.8,26.0
1518,2019.0,11.0,10.0,0.0,30.0,6.527777778,9.2,9.8
1519,2019.0,10.0,21.0,20.0,0.0,11.73888889,7.7,7.2
1520,2019.0,4.0,27.0,19.0,15.0,10.86111111,3.1,4.6
1521,2019.0,11.0,13.0,6.0,30.0,5.8611111110000005,10.3,10.5
1522,2019.0,6.0,18.0,6.0,45.0,17.01111111,6.6,9.7
1523,2019.0,11.0,8.0,7.0,0.0,7.838888889,10.8,9.6
1524,2019.0,8.0,28.0,10.0,0.0,20.66666667,8.2,3.6
1525,2019.0,3.0,13.0,19.0,30.0,5.727777777999999,12.5,12.7
1526,2019.0,10.0,24.0,1.0,15.0,11.99444444,8.3,8.1
1527,2019.0,7.0,30.0,0.0,30.0,20.56111111,21.7,21.8
1528,2019.0,10.0,24.0,23.0,15.0,13.31111111,11.3,10.1
1529,2019.0,1.0,8.0,12.0,45.0,3.744444444,9.6,9.4
1530,2019.0,11.0,2.0,23.0,15.0,10.3,9.5,9.5
1531,2019.0,6.0,19.0,18.0,15.0,21.56666667,10.9,10.8
1532,2019.0,8.0,23.0,15.0,30.0,20.79444444,4.4,7.4
1533,2019.0,9.0,11.0,7.0,30.0,14.57777778,7.6,17.0
1534,2019.0,1.0,20.0,7.0,30.0,1.311111111,12.8,12.3
1535,2019.0,5.0,17.0,23.0,0.0,11.07222222,15.3,14.8
1536,2019.0,6.0,22.0,18.0,0.0,17.07222222,11.6,17.7
1537,2019.0,2.0,8.0,13.0,30.0,4.8,7.7,7.4
1538,2019.0,3.0,23.0,10.0,45.0,6.766666667000001,6.0,4.5
1539,2019.0,7.0,12.0,5.0,30.0,16.41666667,23.9,26.7
1540,2019.0,7.0,25.0,10.0,0.0,20.61111111,10.2,8.1
1541,2019.0,9.0,13.0,10.0,0.0,14.86666667,4.5,3.8
1542,2019.0,5.0,17.0,3.0,0.0,10.4,11.3,8.8
1543,2019.0,5.0,13.0,5.0,15.0,7.838888889,3.9,3.6
1544,2019.0,9.0,19.0,11.0,15.0,12.93333333,8.7,19.2
1545,2019.0,2.0,16.0,6.0,0.0,4.8722222219999995,5.35,7.9
1546,2019.0,7.0,11.0,6.0,15.0,14.39444444,12.9,14.4
1547,2019.0,10.0,19.0,14.0,30.0,12.92777778,3.8,3.1
1548,2019.0,11.0,1.0,6.0,15.0,7.1444444439999995,11.6,11.5
1549,2019.0,7.0,12.0,9.0,45.0,17.05,38.4,28.4
1550,2019.0,10.0,7.0,6.0,30.0,7.161111111,8.9,13.4
1551,2019.0,8.0,16.0,23.0,30.0,17.18333333,13.5,11.6
1552,2019.0,8.0,19.0,20.0,30.0,17.43888889,19.0,18.8
1553,2019.0,9.0,25.0,4.0,15.0,13.34444444,0.0,8.4
1554,2019.0,7.0,5.0,1.0,45.0,14.04444444,18.1,18.7
1555,2019.0,5.0,31.0,2.0,1.0,13.21111111,16.3,17.5
1556,2019.0,11.0,2.0,20.0,0.0,11.14444444,10.2,10.2
1557,2019.0,7.0,14.0,22.0,0.0,17.41666667,76.5,66.2
1558,2019.0,7.0,8.0,19.0,45.0,16.63333333,18.4,29.2
1559,2019.0,4.0,25.0,22.0,15.0,12.62777778,6.0,5.5
1560,2019.0,2.0,22.0,5.0,0.0,2.5611111109999998,9.9,10.4
1561,2019.0,11.0,16.0,9.0,15.0,8.938888889,16.1,16.7
1562,2019.0,6.0,19.0,0.0,30.0,17.29444444,11.7,10.7
1563,2019.0,8.0,20.0,23.0,45.0,16.04444444,7.6,7.0
1564,2019.0,1.0,27.0,17.0,15.0,3.272222222,9.8,10.3
1565,2019.0,5.0,29.0,16.0,30.0,12.40555556,8.3,4.1
1566,2019.0,2.0,24.0,3.0,0.0,4.3777777780000005,13.7,13.7
1567,2019.0,10.0,13.0,17.0,45.0,12.7,8.0,8.5
1568,2019.0,10.0,17.0,13.0,15.0,13.78333333,3.4,3.5
1569,2019.0,10.0,6.0,7.0,15.0,7.333333333,12.0,14.5
1570,2019.0,5.0,13.0,22.0,15.0,9.8,10.4,5.0
1571,2019.0,2.0,6.0,13.0,30.0,2.916666667,9.5,9.3
1572,2019.0,1.0,26.0,8.0,45.0,1.5555555559999998,13.6,26.3
1573,2019.0,9.0,20.0,20.0,15.0,14.27777778,15.0,15.7
1574,2019.0,1.0,28.0,18.0,15.0,1.016666667,14.1,13.9
1575,2019.0,6.0,28.0,22.0,30.0,18.61666667,4.4,3.8
1576,2019.0,9.0,23.0,3.0,15.0,13.8,0.0,0.0
1577,2019.0,6.0,24.0,10.0,0.0,17.86666667,16.0,21.1
1578,2019.0,2.0,5.0,5.0,45.0,4.205555556,11.6,11.7
1579,2019.0,10.0,24.0,6.0,0.0,11.91111111,8.5,8.6
1580,2019.0,9.0,8.0,2.0,0.0,13.90555556,12.6,0.0
1581,2019.0,1.0,16.0,0.0,45.0,5.1111111110000005,9.8,9.5
1582,2019.0,2.0,24.0,10.0,0.0,4.544444444,14.0,12.3
1583,2019.0,8.0,9.0,14.0,15.0,19.91666667,4.3,6.2
1584,2019.0,9.0,4.0,1.0,0.0,15.46666667,7.4,7.1
1585,2019.0,6.0,7.0,14.0,0.0,16.48333333,21.7,12.8
1586,2019.0,3.0,5.0,18.0,15.0,5.561111111000001,9.5,10.7
1587,2019.0,8.0,18.0,4.0,30.0,16.36111111,9.5,7.0
1588,2019.0,11.0,13.0,3.0,30.0,5.077777778,10.2,10.0
1589,2019.0,10.0,29.0,2.0,15.0,7.805555556,11.4,11.2
1590,2018.0,12.0,26.0,7.0,15.0,5.3611111110000005,9.3,23.4
1591,2019.0,6.0,13.0,15.0,15.0,17.78333333,12.9,7.9
1592,2019.0,3.0,11.0,15.0,30.0,5.344444444,7.1,15.2
1593,2019.0,7.0,7.0,13.0,0.0,16.77222222,6.4,7.1
1594,2019.0,7.0,1.0,20.0,0.0,16.73333333,27.6,28.1
1595,2019.0,5.0,14.0,6.0,0.0,9.027777777999999,2.3,6.9
1596,2019.0,9.0,27.0,17.0,30.0,15.45,11.7,6.6
1597,2019.0,9.0,21.0,7.0,30.0,12.81666667,8.0,7.5
1598,2019.0,3.0,28.0,6.0,30.0,6.783333333,6.7,7.2
1599,2019.0,5.0,24.0,11.0,30.0,13.23333333,3.5,3.6
1600,2019.0,6.0,6.0,7.0,30.0,17.33333333,8.4,12.4
1601,2019.0,3.0,16.0,0.0,30.0,4.6444444439999995,10.1,10.2
1602,2019.0,9.0,26.0,14.0,30.0,15.60555556,10.2,8.0
1603,2019.0,7.0,1.0,2.0,45.0,16.51666667,15.5,13.9
1604,2019.0,8.0,25.0,4.0,0.0,18.25555556,0.0,18.9
1605,2019.0,11.0,3.0,20.0,30.0,10.3,21.5,11.6
1606,2019.0,11.0,5.0,2.0,15.0,7.816666667000001,11.8,12.2
1607,2019.0,9.0,6.0,8.0,45.0,14.76666667,5.1,7.6
1608,2019.0,9.0,30.0,10.0,15.0,13.44444444,1.9,1.9
1609,2019.0,4.0,19.0,3.0,15.0,7.261111111,18.9,20.7
1610,2019.0,3.0,23.0,17.0,30.0,7.261111111,3.6,4.5
1611,2019.0,7.0,5.0,21.0,15.0,15.82222222,7.1,6.0
1612,2019.0,6.0,4.0,13.0,0.0,14.77777778,11.8,9.9
1613,2019.0,2.0,7.0,21.0,15.0,4.75,10.7,10.5
1614,2019.0,7.0,17.0,8.0,30.0,15.81666667,39.9,45.5
1615,2019.0,7.0,5.0,4.0,45.0,13.72777778,19.2,15.4
1616,2019.0,2.0,14.0,13.0,0.0,4.55,5.1,5.2
1617,2019.0,8.0,22.0,2.0,0.0,15.42777778,9.2,0.0
1618,2018.0,12.0,16.0,9.0,0.0,1.872222222,9.4,9.1
1619,2019.0,8.0,2.0,18.0,15.0,20.42777778,34.4,41.3
1620,2019.0,7.0,20.0,9.0,15.0,19.06666667,61.6,61.8
1621,2018.0,12.0,26.0,4.0,15.0,5.455555556,9.4,9.4
1622,2019.0,4.0,27.0,1.0,30.0,9.572222222,7.6,6.1
1623,2019.0,3.0,11.0,16.0,15.0,5.344444444,12.0,17.7
1624,2018.0,12.0,25.0,1.0,30.0,4.944444444,10.5,10.6
1625,2019.0,3.0,2.0,6.0,15.0,2.5722222219999997,12.8,16.5
1626,2019.0,4.0,16.0,3.0,15.0,4.555555556,0.0,0.0
1627,2019.0,6.0,15.0,8.0,15.0,17.72777778,10.8,11.6
1628,2019.0,2.0,26.0,22.0,30.0,6.461111111,7.9,8.4
1629,2019.0,3.0,2.0,5.0,45.0,2.705555556,12.8,13.4
1630,2019.0,1.0,2.0,9.0,45.0,3.855555556,9.1,8.9
1631,2018.0,12.0,20.0,19.0,15.0,4.6444444439999995,10.3,10.1
1632,2019.0,3.0,11.0,0.0,30.0,1.772222222,10.0,10.1
1633,2019.0,3.0,19.0,19.0,30.0,6.6055555560000005,9.2,7.8
1634,2019.0,8.0,13.0,18.0,15.0,16.91666667,14.5,14.9
1635,2019.0,10.0,18.0,9.0,45.0,13.03333333,6.4,5.8
1636,2018.0,12.0,19.0,0.0,0.0,4.955555556,9.1,8.9
1637,2019.0,10.0,25.0,1.0,0.0,13.50555556,9.9,9.7
1638,2019.0,9.0,17.0,17.0,45.0,13.11666667,2.6,2.9
1639,2018.0,12.0,26.0,5.0,30.0,5.433333332999999,9.4,9.4
1640,2019.0,4.0,10.0,8.0,15.0,3.277777778,0.0,0.0
1641,2019.0,7.0,20.0,1.0,30.0,16.56111111,47.8,44.1
1642,2019.0,8.0,24.0,14.0,15.0,19.62222222,6.5,8.7
1643,2019.0,7.0,15.0,2.0,0.0,13.86666667,38.5,0.0
1644,2019.0,8.0,24.0,10.0,15.0,17.37777778,10.8,12.4
1645,2019.0,1.0,27.0,13.0,45.0,3.388888889,9.2,17.2
1646,2019.0,3.0,28.0,8.0,0.0,7.183333332999999,8.0,8.0
1647,2019.0,6.0,6.0,15.0,45.0,19.0,7.5,0.0
1648,2019.0,8.0,28.0,2.0,45.0,19.96666667,7.5,7.8
1649,2019.0,5.0,30.0,12.0,15.0,12.93333333,21.4,21.1
1650,2019.0,3.0,14.0,15.0,0.0,5.083333333,7.7,9.6
1651,2019.0,3.0,21.0,17.0,15.0,9.083333332999999,15.2,6.6
1652,2019.0,9.0,1.0,19.0,0.0,17.7,17.1,15.1
1653,2019.0,4.0,16.0,12.0,30.0,7.516666667000001,0.0,0.0
1654,2019.0,1.0,24.0,17.0,0.0,-1.044444444,25.0,14.0
1655,2019.0,3.0,1.0,20.0,15.0,4.183333333,24.8,13.0
1656,2019.0,5.0,16.0,4.0,0.0,10.56111111,7.4,5.9
1657,2018.0,12.0,27.0,15.0,15.0,7.688888888999999,16.5,9.9
1658,2019.0,6.0,3.0,10.0,30.0,16.99444444,21.1,22.9
1659,2019.0,9.0,17.0,13.0,15.0,11.94444444,18.0,16.0
1660,2019.0,7.0,24.0,8.0,15.0,18.94444444,19.4,13.5
1661,2019.0,5.0,1.0,11.0,15.0,12.62222222,22.4,24.0
1662,2019.0,4.0,10.0,12.0,30.0,3.383333333,0.0,0.0
1663,2019.0,9.0,13.0,20.0,45.0,14.45,3.2,3.7
1664,2019.0,11.0,13.0,12.0,0.0,7.1388888889999995,12.2,8.5
1665,2019.0,1.0,17.0,18.0,0.0,1.361111111,12.0,12.0
1666,2019.0,1.0,30.0,21.0,0.0,1.938888889,11.6,10.4
1667,2019.0,10.0,25.0,6.0,15.0,12.13888889,9.7,14.7
1668,2019.0,10.0,2.0,7.0,30.0,9.266666667,2.6,4.8
1669,2019.0,5.0,9.0,23.0,0.0,10.96111111,5.6,6.1
1670,2019.0,1.0,13.0,13.0,15.0,6.966666667,8.1,8.5
1671,2018.0,12.0,19.0,7.0,45.0,4.438888888999999,9.2,16.8
