,Actual,Predicted
112,0.0,10.762361712391876
113,0.0,10.386055179976179
114,13.5,15.431350170365194
115,2.2,13.413232175413768
116,9.0,8.905916152474436
117,9.4,9.675253952414357
118,6.8,8.641107852275855
119,13.3,6.583965475070043
120,9.5,9.93727479709601
121,10.7,10.327518608601565
122,17.1,14.405566439787924
123,13.2,9.109400425781477
124,10.1,9.070376044530573
125,7.4,10.80138609364278
126,8.8,8.88082905031339
127,0.0,8.54912181068419
128,0.0,8.574208912845236
129,10.2,9.315672154605442
130,8.9,12.342849146530838
131,4.1,12.805566812514801
132,13.1,8.696856968133543
133,6.0,15.342151583788713
134,13.0,17.287795730282635
135,14.4,15.108005300297226
136,20.1,8.557484178238454
137,10.3,15.286402468432767
138,9.2,7.392327655759125
139,0.0,9.87316331368406
140,4.8,13.508005673024101
141,0.0,10.316368785530376
142,13.8,14.868284100754465
143,12.4,13.368632882125528
144,10.2,7.3170663492759855
145,0.0,8.632745484721593
146,34.0,13.485706023871272
147,0.0,8.532397076077407
148,7.3,14.544939225669077
149,13.3,14.868284100754465
150,7.2,10.026473382669007
151,9.0,9.220898657496852
152,19.3,12.142152329242467
153,9.3,8.995114738047432
154,6.2,10.441804296335608
155,11.1,8.064104502571785
156,7.5,12.440410102166808
157,9.9,8.813930111384513
158,9.9,8.543546899148595
159,9.5,8.075254325642975
160,6.4,15.068980918042838
161,35.2,16.35399803929006
162,7.6,12.342849146530838
163,18.1,10.020898471133414
164,0.0,10.154696348991166
165,8.7,12.273162756098971
166,12.3,9.750515258897495
167,17.9,10.999295455414227
168,8.5,9.953999531702793
169,0.0,10.18257090717088
170,12.9,8.576996368863904
171,0.0,10.383267724459252
172,12.7,9.940062253114679
173,8.2,15.802081791747039
174,10.7,7.0438956810214
175,47.6,15.121942575373147
176,0.0,8.418111388343362
177,11.1,9.984661545399435
178,11.6,15.983266417908215
179,9.4,14.508702301440326
180,7.4,17.262708628121587
181,5.9,16.3985973325783
182,12.4,7.11915698750454
183,0.0,10.045985573294459
184,35.8,14.556089052754201
185,12.5,8.167240366732898
186,10.7,9.00905201713729
187,32.2,16.35399803929006
188,14.5,15.704520836111069
189,4.3,9.290585052444396
190,6.5,14.126820857990776
191,8.3,9.806264374755184
192,19.7,12.816716634582505
193,1.5,12.90312776313335
194,13.1,7.551212635777925
195,12.6,5.881526614560741
196,7.2,13.772813969710487
197,2.9,12.682918754717784
198,8.4,15.902430200391224
199,10.7,7.874557508354603
200,0.0,8.808355199848918
201,9.8,9.870375858167133
202,3.3,15.634834445679202
203,7.6,12.501734128556606
204,2.0,11.882918943589932
205,14.0,14.929608127144263
206,12.4,8.86131686018968
207,15.5,14.578388696889613
208,20.7,7.024383490395948
209,11.5,10.037623205740196
210,20.9,16.253649630645874
211,9.8,9.011839473155959
212,16.9,12.839016278717914
213,1.4,12.075253391818816
214,14.3,7.790933834317201
215,8.8,12.351211515590327
216,13.4,16.978388135290587
217,24.2,14.645287634313263
218,9.1,11.704521770436969
219,8.4,12.970026700557
220,4.6,14.673162194499946
221,7.9,12.855741016836893
222,11.2,9.822989109361966
223,10.6,11.977692441200265
224,13.6,12.788842074395822
225,10.1,9.859226034594203
226,7.7,9.195811555335805
227,9.0,9.471769679107316
228,11.2,11.342152518114615
229,8.7,13.527517864151296
230,3.2,14.330305133304783
231,13.1,9.087100779639098
232,13.0,14.798597705305179
233,15.7,9.817414197826373
234,4.8,12.013929365429018
235,11.9,8.158877999680378
236,42.0,14.963057598364799
237,15.2,13.304521397710094
238,0.0,10.64250111362398
239,4.0,11.590236081699443
240,63.9,16.08640228457804
241,10.1,9.167936997657833
242,15.0,15.258527913263505
243,13.6,14.330305133304783
244,3.3,14.380479337626877
245,24.5,7.470376417759191
246,8.1,8.699644423650469
247,11.2,13.650165916930892
248,3.7,8.905916152474436
249,7.8,11.74912106372521
250,0.0,9.025776751744074
251,15.2,17.753300849274815
252,9.3,9.025776751744074
253,11.9,12.607657448234644
254,3.9,12.5212463196838
255,9.7,14.349817319414557
256,9.9,8.406961565272173
257,9.1,13.059225287133481
258,9.5,7.916369345122433
259,10.0,15.453649814500604
260,57.2,15.885705467289668
261,2.1,11.7268214195898
262,27.7,16.206262879331998
263,20.6,8.917065976047367
264,12.5,9.092675691174692
265,37.0,15.392325788110805
266,7.8,11.010445278485415
267,5.6,12.220201093751243
268,9.0,8.482222871755313
269,4.9,15.802081791747039
270,5.3,12.465497204327853
271,7.4,12.76096751922656
272,4.4,10.63135129005105
273,9.3,9.859226034594203
274,13.5,11.297553225328116
275,8.7,10.645288569140906
276,0.0,8.011142842231024
277,9.8,9.092675691174692
278,10.1,7.760271820620559
279,15.1,12.390235897844715
280,16.9,15.799294333721402
281,3.6,10.58675199726455
282,2.9,10.408354826620299
283,10.6,14.76793569211028
284,3.6,12.37072370671752
285,7.6,10.229957655474305
286,47.8,15.827168893908086
287,11.4,9.131700071923854
288,11.6,9.875950769702728
289,8.9,11.902431134717126
290,10.4,13.694765210219131
291,5.8,11.693371948369265
292,27.6,14.72891130985589
293,9.6,9.053651309923788
294,4.4,15.715670663196194
295,10.1,9.310097243069848
296,23.0,15.0968554732121
297,16.5,9.951212076185868
298,9.2,9.416020563249628
299,10.6,12.674556390675715
300,19.8,10.335880975654085
301,7.8,11.81044509011501
302,5.7,14.383266790635092
303,7.0,14.28013092898269
304,11.2,8.852954492635416
305,13.8,9.870375858167133
306,9.5,11.941455511954093
307,0.0,9.048076398388194
308,12.2,16.055740266365717
309,10.6,8.323337891234772
310,11.1,14.42229117288948
311,7.8,9.55539335314472
312,21.7,8.526822164541812
313,13.7,14.52821449256752
314,40.2,13.664103197024232
315,8.5,9.981874089882508
316,77.2,15.902430200391224
317,10.7,13.488493481896908
318,8.4,11.252953932541619
319,8.4,8.373512095556865
320,13.3,15.339364130780497
321,11.1,7.328216172347174
322,7.1,12.864103380878962
323,7.3,13.276646842540831
324,44.1,14.196507253440062
325,0.0,15.48709928572114
326,11.9,8.78605555370654
327,13.8,12.839016278717914
328,53.8,15.11915512236493
329,9.4,8.471073048684124
330,9.4,11.707309228462607
331,16.6,15.152604588568044
332,11.8,6.887798156519526
333,6.7,13.349120690998333
334,31.8,16.08640228457804
335,12.1,15.824381435882447
336,69.6,15.871768187196325
337,3.3,13.471768743777929
338,11.8,7.838320583122368
339,8.4,12.150514698301954
340,0.0,9.708703421627924
341,11.1,10.617414011462934
342,5.1,13.092674758354017
343,24.8,14.776298056152347
344,9.5,8.588146191935094
345,8.3,12.125427596140907
346,10.3,9.092675691174692
347,2.7,12.699643492836763
348,18.0,8.061317046553118
349,12.6,7.640411221350922
350,7.1,12.465497204327853
351,8.2,13.783963796795614
352,12.6,6.068286152759255
353,5.9,12.209051271683537
354,17.3,10.848772842447948
355,10.8,17.195809690697935
356,13.5,15.551210770136572
357,8.4,12.487796848463265
358,32.8,16.97002577124852
359,46.2,13.80905089895666
360,19.4,12.649469288514668
361,44.5,15.46479964158573
362,9.2,8.741456260920042
363,6.1,14.606263257076295
364,10.6,10.006961192043555
365,9.9,9.22368611351552
366,39.8,17.195809690697935
367,3.2,11.300340681346784
368,8.7,15.041106357856155
369,2.8,13.014625993845241
370,8.0,9.360271447391941
371,8.7,8.716369158758996
372,12.7,14.118458488931287
373,9.1,16.039015533264163
374,11.6,7.974905916998789
375,9.4,12.275950209107187
376,2.1,7.754696909084965
377,10.2,8.822292478938776
378,10.5,8.41253647680777
379,0.0,10.787448814552924
380,5.7,16.3985973325783
381,11.3,11.436926015724946
382,4.2,10.63135129005105
383,8.1,7.816020936478247
384,8.2,12.08640321388652
385,11.4,15.983266417908215
386,9.0,16.457133900942466
387,57.2,15.919154933492782
388,0.0,10.86549757705473
389,7.7,9.1567871740849
390,7.6,9.1567871740849
391,0.0,10.263407125189616
392,3.9,15.526123667975526
393,9.4,12.816716634582505
394,6.8,10.871072488590325
395,10.5,9.644591938717715
396,23.4,15.721245574230046
397,5.2,15.556785681170426
398,2.6,13.44110673058303
399,11.3,11.322640327489161
400,10.6,8.705219335186063
401,10.4,9.153999718567974
402,11.6,11.12473096621946
403,27.0,15.331001761721009
404,9.6,8.616020750114808
405,7.6,15.718458116204411
406,9.7,8.217414571054992
407,15.5,10.901734502286967
408,12.3,11.52612460230143
409,5.5,10.542152704979795
410,8.4,10.890584679215777
411,9.2,15.902430200391224
412,8.1,14.043197182448147
413,19.4,10.335880975654085
414,4.8,12.917065043226692
415,9.1,10.706612596534189
416,24.8,15.701733383102852
417,8.3,13.184660797938715
418,9.5,10.288494227350661
419,7.0,11.211142095773788
420,9.5,8.992327282530507
421,10.3,14.430653541948969
422,6.9,16.515670474324047
423,3.0,11.002082910931154
424,6.5,11.141455700826242
425,2.6,10.101734689152146
426,5.5,14.24389399973652
427,11.6,9.825776565380636
428,25.2,15.19441642884807
429,10.9,11.002082910931154
430,13.8,16.365147861357766
431,12.1,9.55260589712605
432,14.3,6.068286152759255
433,9.8,9.931699885560416
434,9.6,9.931699885560416
435,7.2,12.264800387039482
436,20.6,15.057831095975132
437,0.0,9.956786987721461
438,9.1,9.12612516038826
439,13.1,12.142152329242467
440,2.7,12.401385719912419
441,8.3,9.569330632234577
442,0.0,12.158877067361443
443,19.5,13.215322811133612
444,6.3,13.18744825596435
445,48.3,16.0111409780949
446,12.4,13.243197371320296
447,11.1,9.204173922890067
448,10.4,7.347728362972626
449,4.9,11.609748272826636
450,5.7,13.62229135674421
451,38.0,13.304521397710094
452,11.9,7.269679600470819
453,29.3,13.232047549252592
454,10.3,9.878738225219655
455,3.6,10.308006417976113
456,1.7,13.583266979507242
457,29.1,13.349120690998333
458,8.8,15.960966773772807
459,8.3,8.813930111384513
460,13.4,15.503824018822698
461,8.8,14.394416612702798
462,5.4,9.786752184129732
463,12.6,7.757484365103633
464,6.7,8.459923225612936
465,0.0,9.025776751744074
466,19.4,15.49267419675499
467,11.1,10.829260651822494
468,12.3,9.209748834425662
469,12.5,15.81601907184038
470,7.7,14.912883394042705
471,44.2,15.46479964158573
472,10.2,14.216019444567257
473,8.3,9.588842822860027
474,6.9,12.682918754717784
475,6.6,10.335880975654085
476,6.9,12.008354454395164
477,49.4,16.039015533264163
478,13.1,9.151212262549306
479,5.7,10.528215425889936
480,12.1,8.32612534725344
481,14.1,12.35678642662418
482,9.9,9.65016685025331
483,5.6,15.105217842271589
484,12.3,16.808353331197114
485,7.2,12.79720444345531
486,10.2,9.05086385390512
487,41.6,15.456437272526241
488,6.5,11.863406752462737
489,10.4,7.930306624212291
490,12.7,8.682919689043686
491,12.2,11.52612460230143
492,12.2,6.910097803163647
493,34.6,14.90173356695758
494,12.3,7.414627301901503
495,11.7,12.922639954260543
496,12.4,7.470376417759191
497,43.1,14.018110080287101
498,6.2,10.157483805009834
499,10.6,7.434139492526955
500,9.5,6.988146565163713
501,7.8,11.81602000114886
502,7.2,9.21253629044433
503,15.3,14.174207604287233
504,0.0,10.196508186260738
505,9.3,9.669679040878762
506,16.3,11.916368409793048
507,7.2,10.946333795073464
508,56.1,15.654346631788975
509,4.4,12.54354596381921
510,23.5,17.901036004215456
511,7.6,7.275254512006414
512,4.3,12.418110453013977
513,11.2,12.794416985429674
514,10.3,11.091281496504148
515,9.4,8.995114738047432
516,3.2,11.972117530166413
517,11.3,13.71148994332069
518,11.7,12.440410102166808
519,10.3,9.597205189912549
520,10.4,8.822292478938776
521,5.4,14.717761487788186
522,10.9,10.14075907040305
523,14.4,15.367238685949758
524,11.4,15.002081975601767
525,0.0,10.383267724459252
526,10.5,8.078041781159902
527,10.1,10.55608998356791
528,6.0,11.060619482807507
529,13.5,6.140760003223726
530,0.0,15.573510414271983
531,8.1,12.406960630946273
532,10.1,10.252257302118426
533,26.0,14.218806897575472
534,9.1,11.776995623911894
535,13.3,8.900341240938841
536,17.0,15.367238685949758
537,6.8,9.945637164650273
538,9.3,8.791630465242134
539,20.2,15.49267419675499
540,4.3,12.549120879870483
541,11.9,8.306613156627987
542,11.2,11.464800570894209
543,9.9,8.526822164541812
544,0.0,11.186054993612741
545,6.7,8.462710681129861
546,11.6,16.694067647477006
547,15.1,12.805566812514801
548,6.7,10.154696348991166
549,9.0,15.105217842271589
550,15.1,14.63971272327941
551,7.4,11.266891211631474
552,16.2,15.506611476848333
553,19.4,13.251559740379786
554,12.7,6.480829610407188
555,13.4,8.353999904931413
556,20.8,14.578388696889613
557,5.5,15.00765689165304
558,8.2,15.813231613814743
559,20.4,9.184661732264615
560,5.1,13.934486409761892
561,3.2,11.947030428005366
562,9.8,7.562362459350856
563,9.4,9.045288942369526
564,2.3,12.055741200691621
565,12.0,7.554000091796593
566,11.1,7.6682857795306365
567,23.1,15.11915512236493
568,10.4,7.096857341362162
569,12.7,15.565148050229915
570,16.1,9.204173922890067
571,9.9,8.259226408324563
572,10.6,6.068286152759255
573,9.6,13.29337157564239
574,11.0,12.805566812514801
575,42.1,14.885008833856023
576,33.4,15.347726494822565
577,8.2,10.118459423758932
578,8.9,11.534486966343497
579,9.0,8.588146191935094
580,6.4,9.268285406302018
581,10.5,14.491977568338768
582,4.3,12.314974591361576
583,8.1,14.806960074364667
584,0.0,12.936577234353885
585,21.6,14.645287634313263
586,13.5,7.746334541530702
587,9.7,9.694766143039809
588,0.0,8.072466869624307
589,3.4,14.305218031143738
590,10.6,7.682223058620494
591,9.7,9.220898657496852
592,5.3,12.10034049397986
593,0.0,12.92542741228618
594,12.4,7.269679600470819
595,6.8,13.285009206582899
596,0.0,11.233441741916167
597,10.0,8.203477291965134
598,25.4,15.701733383102852
599,9.8,17.923335653368284
600,5.1,14.227169266634963
601,11.6,5.661317606646916
602,10.4,8.259226408324563
603,8.7,15.372813596983612
604,9.5,7.843895494657962
605,23.3,11.687797037335413
606,1.5,12.90312776313335
607,10.7,7.0438956810214
608,3.1,11.498250042114744
609,8.0,14.149120502126186
610,14.1,7.052258048575663
611,8.9,8.621595661650403
612,2.9,12.5212463196838
613,11.9,8.847379581099823
614,30.9,16.019503342136968
615,9.8,8.50730997391636
616,15.2,10.901734502286967
617,15.2,15.431350170365194
618,10.3,8.418111388343362
619,19.9,14.054347009533274
620,7.4,14.17699506231287
621,13.3,14.6480750923389
622,44.1,16.35399803929006
623,0.0,12.777692252328118
624,10.8,7.785358922781606
625,11.8,14.129608316016412
626,10.4,9.613929925021074
627,7.7,12.465497204327853
628,10.3,6.826474129126245
629,7.2,14.17699506231287
630,66.8,16.25922454167973
631,10.4,7.659923411976374
632,13.6,15.977691506874365
633,0.0,8.150515632126114
634,16.3,15.280827557398915
635,0.0,12.459922293294003
636,13.5,11.464800570894209
637,0.0,8.501735062380765
638,7.0,8.641107852275855
639,13.5,16.61044397193438
640,11.4,9.680828863949952
641,9.3,9.491281869732768
642,8.7,9.973511722328247
643,10.1,9.43832020989375
644,9.2,8.256438952305896
645,11.4,14.143545591092334
646,9.1,14.620200532152216
647,0.0,9.903825327380702
648,6.5,12.362361337658033
649,9.3,9.020201840208479
650,5.7,13.67525301909194
651,0.0,10.383267724459252
652,12.3,14.770723145118495
653,4.6,15.202778792890138
654,2.8,11.788145445979598
655,63.5,16.055740266365717
656,19.4,16.253649630645874
657,8.9,9.304522331534253
658,13.0,17.69476427589323
659,10.8,14.779085514177984
660,11.6,9.357483991373272
661,5.0,15.166541868661387
662,10.3,12.997901260743683
663,44.4,17.020199975570613
664,17.3,12.072465938810598
665,57.5,15.135879855466488
666,7.8,11.679434668275924
667,8.2,9.257135582729086
668,13.2,15.520548756941675
669,10.9,9.962361899257058
670,16.3,13.767239058676637
671,44.4,16.733092024713976
672,23.7,14.006960258219395
673,10.2,11.202779728219525
674,4.5,13.215322811133612
675,4.9,11.98884226326797
676,8.6,9.048076398388194
677,14.1,13.368632882125528
678,34.6,16.03344062223031
679,2.1,13.237622460286442
680,9.6,16.381872594459324
681,9.8,8.88082905031339
682,11.1,7.710097616298467
683,17.3,8.94494053372534
684,12.4,10.051560484830054
685,11.8,10.745636977785093
686,6.8,12.178389258488638
687,13.3,13.287796664608535
688,11.6,9.942849708631606
689,11.7,8.655045130863972
690,7.1,8.161665455197303
691,7.4,12.306612222302086
692,10.7,12.089190671912156
693,22.4,15.972116595840511
694,7.3,12.501734128556606
695,11.6,9.822989109361966
696,8.8,12.465497204327853
697,8.2,15.21671607298348
698,2.9,12.055741200691621
699,3.0,13.731002134447884
700,9.7,13.151211331735599
701,10.4,8.131003441500663
702,9.6,9.05086385390512
703,13.1,13.694765210219131
704,10.1,9.14842480703238
705,8.3,14.823684807466226
706,0.0,10.86549757705473
707,0.0,16.117064297772938
708,10.0,7.8912822429613865
709,11.7,10.968633441717586
710,0.0,9.101038058227212
711,10.0,9.694766143039809
712,11.2,8.256438952305896
713,10.2,9.170724453174758
714,16.2,16.964450860214665
715,20.7,12.142152329242467
716,7.2,16.3985973325783
717,40.2,15.333789219746643
718,19.9,14.937970496203752
719,8.6,12.337274235496984
720,11.7,14.73727367891538
721,8.8,8.340062626343297
722,3.8,11.56236152653018
723,19.6,15.0968554732121
724,18.8,11.445288384784437
725,10.7,15.002081975601767
726,12.1,7.947031358819074
727,85.4,15.44807490346675
728,26.7,17.379781769867332
729,23.5,16.214625248391485
730,10.8,10.848772842447948
731,4.0,13.625078814769847
732,21.9,15.924729844526635
733,5.1,11.866194205470954
734,12.2,12.568633065980256
735,54.9,15.406263068204147
736,6.6,9.842501299987418
737,5.2,10.80417354966145
738,11.7,8.852954492635416
739,3.2,12.861315927870745
740,9.7,12.150514698301954
741,5.9,11.54006187737735
742,12.6,14.907308483008855
743,10.8,8.688494600579281
744,16.3,13.940061320795746
745,15.3,8.485010327773981
746,5.4,12.864103380878962
747,9.7,7.818808392496916
748,7.0,10.029260838185934
749,9.2,8.557484178238454
750,23.9,10.335880975654085
751,12.0,9.822989109361966
752,9.8,13.39650743729479
753,9.6,10.95190870660906
754,9.1,14.277343470957055
755,9.4,10.224382743938712
756,12.6,6.4668923313173305
757,9.4,7.54563772424233
758,10.3,6.826474129126245
759,10.1,8.82786739047437
760,0.0,7.986055740069978
761,9.1,14.575601238863976
762,3.0,11.891281307632001
763,7.5,9.678041407931282
764,12.0,9.40208328415977
765,8.6,9.067588589013646
766,9.5,7.718459983852729
767,24.4,12.320549502395426
768,16.6,8.041804855927666
769,0.0,10.154696348991166
770,13.8,8.40138665373658
771,10.1,15.300339748526108
772,5.7,9.379783638017393
773,12.6,10.071072675455506
774,24.1,15.325426850687155
775,10.3,13.251559740379786
776,0.0,10.143546525919977
777,10.1,9.516368971893815
778,11.3,11.65992247714873
779,24.9,10.606264187890003
780,10.5,7.434139492526955
781,16.2,10.285706771331993
782,10.0,9.045288942369526
783,7.5,15.068980918042838
784,8.1,15.124730033398784
785,17.3,12.353998973615962
786,8.9,9.895462960328182
787,7.9,9.597205189912549
788,0.0,11.902431134717126
789,18.2,15.924729844526635
790,7.8,11.866194205470954
791,10.4,11.074556761897366
792,0.0,9.75330271441442
793,0.0,8.178390189804087
794,10.3,7.757484365103633
795,11.1,8.161665455197303
796,22.6,8.858529404171012
797,39.4,17.075949090926557
798,12.2,9.326821977676632
799,0.0,10.39720500354911
800,3.3,12.79720444345531
801,0.0,12.270375298073334
802,5.9,12.072465938810598
803,6.8,10.154696348991166
804,0.0,10.079435042508026
805,7.6,11.378389443346851
806,5.9,11.54006187737735
807,9.3,15.977691506874365
808,25.6,16.57978195873948
809,5.6,11.754695974759063
810,9.4,16.490583372163
811,10.6,16.958875944163395
812,10.3,7.972118460980121
813,10.6,9.842501299987418
814,4.0,10.73727461023083
815,2.2,12.04180392059828
816,31.2,16.752604215841167
817,9.8,10.313581329511708
818,8.3,16.41532206567986
819,7.2,14.561663963788055
820,45.7,17.020199975570613
821,27.3,13.555392419320558
822,0.0,10.324731152582897
823,10.0,8.61323329409614
824,8.7,13.881524747414161
825,3.3,13.257134651413637
826,10.2,9.020201840208479
827,13.2,9.811839286290777
828,0.0,10.238320023028567
829,9.1,15.350513952848202
830,7.7,14.44459081702489
831,26.3,15.280827557398915
832,16.8,8.96724018036946
833,7.7,9.455044944500532
834,3.1,13.758876694634568
835,7.4,14.135183227050264
836,2.3,11.512187322208089
837,0.0,9.43553275387508
838,6.8,11.955392792047434
839,9.9,8.769330818598014
840,6.7,14.165845240245163
841,6.5,12.186751622530707
842,20.8,8.61323329409614
843,11.6,8.365149728504344
844,22.7,11.002082910931154
845,5.6,14.951907771279673
846,1.8,12.01950427646287
847,8.0,12.763754972234775
848,0.0,11.45086329581829
849,9.0,12.181176711496853
850,9.9,8.82786739047437
851,11.7,15.071768371051053
852,12.3,8.521247253006218
853,6.5,14.963057598364799
854,10.9,11.211142095773788
855,8.9,9.792327095665327
856,23.8,15.041106357856155
857,14.1,9.145637351013711
858,8.7,15.294764837492256
859,13.8,9.7895396401484
860,15.6,12.178389258488638
861,5.5,10.656438392212095
862,0.0,8.426473755897625
863,18.5,16.51288302131583
864,11.9,10.678738038856217
865,12.4,15.199991339881922
866,15.2,12.769329883268629
867,9.9,12.928214865294397
868,11.5,11.241804109470428
869,10.7,9.914975150953632
870,9.0,8.950515445260933
871,9.6,7.838320583122368
872,11.2,12.459922293294003
873,3.0,12.10034049397986
874,6.7,16.799990967155047
875,18.3,13.003476171777535
876,11.9,6.698251162302344
877,3.8,12.76096751922656
878,9.5,7.520550622081284
879,0.0,9.65016685025331
880,11.8,14.921245758084776
881,10.9,9.21253629044433
882,69.3,15.52333620994989
883,17.8,12.220201093751243
884,9.3,7.392327655759125
885,10.4,12.839016278717914
886,15.8,10.675950582837547
887,9.7,9.627867203609188
888,26.2,16.682917820391882
889,12.3,12.156089609335808
890,22.1,14.848771909627272
891,9.8,9.382571093534319
892,18.9,13.017413451870876
893,0.0,10.168633628081023
894,0.0,14.66201237243224
895,11.2,14.904521024983216
896,4.9,15.052256179923859
897,8.4,8.320550435717845
898,16.7,10.285706771331993
899,10.0,8.705219335186063
900,9.7,9.725428156736449
901,10.4,13.109399491455573
902,3.7,11.824382370208351
903,12.1,11.790932898987815
904,7.1,8.958877812815198
905,10.0,9.003477105601696
906,7.5,12.9393646873621
907,41.1,14.49755247937262
908,4.8,12.710793314904468
909,10.6,8.741456260920042
910,11.1,15.813231613814743
911,4.1,13.424381997481474
912,0.0,9.505219148822626
913,22.5,16.554694856578433
914,12.4,12.091978124920372
915,5.1,12.518458861658164
916,9.7,7.595811928564423
917,9.8,9.042501486852599
918,9.6,14.514277212474177
919,66.5,15.654346631788975
920,9.7,8.972815091905055
921,21.0,17.619502969410092
922,35.5,12.671768932650078
923,12.4,10.823685740286901
924,18.7,15.016019255695108
925,7.7,12.22856346281073
926,12.4,8.772118274616682
927,4.7,12.457134835268365
928,0.0,9.795114551683994
929,12.2,5.661317606646916
930,6.7,9.669679040878762
931,6.8,13.873162378354674
932,34.0,12.646681830489033
933,6.4,11.141455700826242
934,8.1,13.505218214998465
935,9.1,10.054347940346979
936,7.8,13.895462027507506
937,11.0,8.774905730133609
938,15.4,15.060618548983348
939,2.8,11.930305689886389
940,14.3,16.627168705035935
941,17.2,12.465497204327853
942,1.2,12.075253391818816
943,0.0,8.532397076077407
944,11.9,15.233440811102458
945,4.2,11.414626366572117
946,3.9,9.942849708631606
947,11.3,16.06967754645906
948,5.0,11.933093147912025
949,4.8,9.310097243069848
950,7.7,17.05922435280758
951,17.2,9.259923038747754
952,11.1,8.418111388343362
953,10.7,7.445289315598144
954,9.5,8.582571280399499
955,27.7,16.019503342136968
956,10.1,12.262012929013846
957,9.7,14.999294522593551
958,10.7,7.673860691066231
959,6.2,16.367935319383406
960,11.6,13.109399491455573
961,3.0,14.59511342999117
962,3.9,12.451559924234513
963,11.7,10.954696162627727
964,9.9,7.994418107624241
965,8.4,15.208353708941411
966,9.9,7.0773451507367096
967,12.6,15.565148050229915
968,11.3,16.027865711196455
969,12.4,11.737971241657505
970,27.0,14.486402657304916
971,8.4,12.03344155655621
972,59.0,16.097552106645743
973,8.5,13.070375109201187
974,5.3,12.172814347454786
975,11.6,14.143545591092334
976,14.1,16.314973657035672
977,0.0,9.705915966110997
978,20.8,15.721245574230046
979,7.2,9.55539335314472
980,12.0,13.934486409761892
981,13.9,12.242500737886651
982,6.3,12.011141907403381
983,8.1,9.731003068272043
984,14.4,14.308005484151954
985,5.8,15.537273490043233
986,16.4,16.432046798781418
987,15.7,10.95190870660906
988,7.7,13.772813969710487
989,0.0,8.462710681129861
990,10.2,9.80068946321959
991,23.3,16.18117577717095
992,3.3,11.84668201936118
993,43.7,16.41532206567986
994,15.3,14.946332860245821
995,17.5,15.264102824297357
996,15.6,7.885707331425792
997,5.7,13.705915032286837
