MovingAverage,HistoricWindow,PredictionWindow,MAE,MSE,RMSE
MPAH-24,PAH-24,quarter,0.7892793827928631,1.9056276594438228,1.3804447324843623
MPAH-24,PAH-24,half,1.4068015709813533,6.268161683798942,2.5036297018127387
MPAH-24,PAH-24,PAH+1,2.100302457320708,14.28946472198101,3.780140833617315
MPAH-24,PAH-24,PAH+2,2.6153559908756434,17.610600463806538,4.1964985957112555
MPAH-24,PAH-24,PAH+3,2.829290455765649,20.286671190846857,4.5040727337429685
MPAH-24,PAH-24,PAH+4,3.069712654440127,23.795158266056305,4.878028112470889
MPAH-24,PAH-24,PAH+6,3.049952099765168,22.474265298766767,4.740703038449758
MPAH-24,PAH-24,PAH+12,3.170047527389676,24.61890736149377,4.961744386956443
MPAH-24,PAH-24,PAH+24,3.3071504488077372,24.159915193318025,4.915273664132855
MPAH-24,PAH-12,quarter,0.8055617699804034,2.0028207642543636,1.4152105017467767
MPAH-24,PAH-12,half,1.3318946214706433,6.271598190725995,2.5043159127246697
MPAH-24,PAH-12,PAH+1,2.1973850115924374,14.353277896626707,3.788572012860084
MPAH-24,PAH-12,PAH+2,2.6560489661391715,18.05018130893682,4.248550495043789
MPAH-24,PAH-12,PAH+3,2.8558128881678817,20.889389183461454,4.570491131537338
MPAH-24,PAH-12,PAH+4,3.091880104705591,23.395000986329876,4.836837911934809
MPAH-24,PAH-12,PAH+6,3.1741311766434377,24.75323884007542,4.975262690559707
MPAH-24,PAH-12,PAH+12,3.325857418926138,26.671872890343455,5.1644818607817236
MPAH-24,PAH-12,PAH+24,3.3024862608597156,24.18755196791656,4.918084176578981
MPAH-24,PAH-6,quarter,0.7998956932736417,1.9273514891089203,1.3882908517702335
MPAH-24,PAH-6,half,1.354868633852823,6.390211614109062,2.5278867882302527
MPAH-24,PAH-6,PAH+1,2.146189424028021,14.399165745688364,3.794623267952744
MPAH-24,PAH-6,PAH+2,2.6181120245171696,18.310864808151397,4.279119630035061
MPAH-24,PAH-6,PAH+3,2.8592274314097406,21.089037087076058,4.5922801620846325
MPAH-24,PAH-6,PAH+4,2.9280112765254804,21.54757988420246,4.641937083180087
MPAH-24,PAH-6,PAH+6,2.9731174876369075,22.32381205496,4.7248081500691645
MPAH-24,PAH-6,PAH+12,3.368357336842765,27.058350612456362,5.201764182703438
MPAH-24,PAH-6,PAH+24,3.3653286367232664,25.709450482794466,5.070448745702343
MPAH-24,PAH-3,quarter,0.7721372926490052,1.8127738010524792,1.3463928851017
MPAH-24,PAH-3,half,1.3715944228975487,6.442353961601959,2.538179261124391
MPAH-24,PAH-3,PAH+1,2.1450689663339175,14.32270933683407,3.7845355510067638
MPAH-24,PAH-3,PAH+2,2.6088054470537623,18.6292122895405,4.316157120580819
MPAH-24,PAH-3,PAH+3,2.994697039504549,20.935957847033404,4.575582787693104
MPAH-24,PAH-3,PAH+4,2.908230839246897,22.61767861708423,4.75580472865363
MPAH-24,PAH-3,PAH+6,3.1335533457513507,22.578599168921574,4.751694347169394
MPAH-24,PAH-3,PAH+12,3.386109859679842,27.981889214004458,5.289791036894034
MPAH-24,PAH-3,PAH+24,3.2906468049397897,24.162464235419808,4.915532955379285
MPAH-24,PAH-1,quarter,0.734470958474501,1.639644771834856,1.2804861466782278
MPAH-24,PAH-1,half,1.338912246841939,5.93619895671636,2.4364316031270734
MPAH-24,PAH-1,PAH+1,2.106483123656139,14.015481110291967,3.7437255655686044
MPAH-24,PAH-1,PAH+2,2.617895961984133,18.556975887311044,4.307780854141845
MPAH-24,PAH-1,PAH+3,2.919406452854787,22.14373243655682,4.705712744798265
MPAH-24,PAH-1,PAH+4,3.0368802940877657,23.84991108696387,4.883637075680775
MPAH-24,PAH-1,PAH+6,3.133325348357545,24.77429361476814,4.977378186833721
MPAH-24,PAH-1,PAH+12,3.2327662045621195,25.898197927186352,5.089027208336221
MPAH-24,PAH-1,PAH+24,3.358907590686913,25.735992975825745,5.073065441705414
MPAH-12,PAH-24,quarter,0.7931040845143257,1.917968272402133,1.3849073154554903
MPAH-12,PAH-24,half,1.4116381216003904,6.491887870248162,2.5479183405769037
MPAH-12,PAH-24,PAH+1,2.1297440278291004,14.203425750385794,3.7687432587516216
MPAH-12,PAH-24,PAH+2,2.6357054421077954,19.06334887038023,4.366159510414184
MPAH-12,PAH-24,PAH+3,3.0419027931639944,23.053887855211645,4.801446433650139
MPAH-12,PAH-24,PAH+4,2.914232964114067,21.515281007719533,4.638456748501546
MPAH-12,PAH-24,PAH+6,3.0490608101621004,22.364695378410886,4.7291326243203295
MPAH-12,PAH-24,PAH+12,3.4128328336087894,28.39518935575989,5.328713668021569
MPAH-12,PAH-24,PAH+24,3.4565596796005438,26.753617418231126,5.172389913592277
MPAH-12,PAH-12,quarter,0.7717681443923758,1.817147000841231,1.3480159497725652
MPAH-12,PAH-12,half,1.3810556803997276,6.555358250292717,2.560343385230332
MPAH-12,PAH-12,PAH+1,2.1559368397567713,14.991488251758128,3.871884328302968
MPAH-12,PAH-12,PAH+2,2.6335317594324232,18.95540804304564,4.353780890564618
MPAH-12,PAH-12,PAH+3,2.9958360524823457,22.212660043806792,4.713030876602316
MPAH-12,PAH-12,PAH+4,3.2929984342250305,25.472250575456894,5.047004118827019
MPAH-12,PAH-12,PAH+6,3.242631266159862,24.718518550894604,4.971772174073808
MPAH-12,PAH-12,PAH+12,3.2583707999976874,25.214909523972064,5.021444963750182
MPAH-12,PAH-12,PAH+24,3.426040013813326,26.229024542183385,5.121427978814443
MPAH-12,PAH-6,quarter,0.7942938113336381,1.9091674086026948,1.3817262422790901
MPAH-12,PAH-6,half,1.3592952767555422,6.334499695001115,2.516843200320814
MPAH-12,PAH-6,PAH+1,2.225342301052686,15.389904751346009,3.9229969094234587
MPAH-12,PAH-6,PAH+2,2.7198286075758644,19.905595181726067,4.461568690687847
MPAH-12,PAH-6,PAH+3,2.7567572312254787,20.729065879685233,4.552918391502887
MPAH-12,PAH-6,PAH+4,2.8968541002415638,21.778195426185455,4.666711414495807
MPAH-12,PAH-6,PAH+6,3.0596763016925466,22.355776293615165,4.728189536557853
MPAH-12,PAH-6,PAH+12,3.2890283219627854,25.750116084131506,5.074457220642569
MPAH-12,PAH-6,PAH+24,3.2823044197431037,24.760415966853603,4.975983919472973
MPAH-12,PAH-3,quarter,0.8193864824365233,2.0306767729124164,1.4250181658183927
MPAH-12,PAH-3,half,1.370848445023896,6.249483724465896,2.4998967427607677
MPAH-12,PAH-3,PAH+1,2.175129622835943,14.234095342435399,3.7728100061407015
MPAH-12,PAH-3,PAH+2,2.571795679232333,17.678851964739593,4.204622689937778
MPAH-12,PAH-3,PAH+3,2.970953751976233,21.042856388828984,4.5872493270836046
MPAH-12,PAH-3,PAH+4,2.9392047639190153,22.545128810010766,4.74817110159383
MPAH-12,PAH-3,PAH+6,3.301032899348119,26.66351105840006,5.163672245447039
MPAH-12,PAH-3,PAH+12,3.4260168046000805,26.946418948668207,5.190994023177854
MPAH-12,PAH-3,PAH+24,3.4160412262343303,25.956684648141547,5.094770323394524
MPAH-12,PAH-1,quarter,0.7332159220702829,1.607480165579206,1.2678644113544657
MPAH-12,PAH-1,half,1.3024028765527076,6.006945358025266,2.4509070480181956
MPAH-12,PAH-1,PAH+1,2.117517588974081,14.539597812840073,3.8130824555522103
MPAH-12,PAH-1,PAH+2,2.617526818173755,18.91646631194177,4.349306417343088
MPAH-12,PAH-1,PAH+3,2.8429577174486225,21.312160904426637,4.616509601899105
MPAH-12,PAH-1,PAH+4,2.9317986518578785,23.15498888977309,4.811963101455901
MPAH-12,PAH-1,PAH+6,3.1874738233564774,23.932207599640165,4.892055559745838
MPAH-12,PAH-1,PAH+12,3.263778325591955,25.969873634911295,5.096064524209961
MPAH-12,PAH-1,PAH+24,3.370314242146018,26.45102281325768,5.1430557855478956
MPAH-6,PAH-24,quarter,0.7768492023085913,1.841847091397578,1.3571466727651724
MPAH-6,PAH-24,half,1.3378612669723644,6.15869933805171,2.481672689548666
MPAH-6,PAH-24,PAH+1,2.150515364381089,14.758084692273671,3.8416252670287445
MPAH-6,PAH-24,PAH+2,2.643812981896987,18.98627153970424,4.35732389657967
MPAH-6,PAH-24,PAH+3,2.8761681133023926,20.641363239572147,4.543276707352541
MPAH-6,PAH-24,PAH+4,3.05208860649454,25.241316780234612,5.024073723606632
MPAH-6,PAH-24,PAH+6,3.139586151068064,23.890342792705233,4.887774830401379
MPAH-6,PAH-24,PAH+12,3.286314734869528,25.341814378961345,5.03406539279749
MPAH-6,PAH-24,PAH+24,3.434029491168909,27.219370426929547,5.217218648564534
MPAH-6,PAH-12,quarter,0.8071739313517369,1.8465967100718863,1.3588954007104028
MPAH-6,PAH-12,half,1.4072333851726349,6.251163283986925,2.500232645972555
MPAH-6,PAH-12,PAH+1,2.2451927426949285,14.300330407683687,3.781577766975537
MPAH-6,PAH-12,PAH+2,2.7284960326551873,19.81255009446372,4.4511290808584425
MPAH-6,PAH-12,PAH+3,2.7772064183453398,19.564341090489084,4.423159627516181
MPAH-6,PAH-12,PAH+4,3.0838771297058947,23.858539713377,4.884520417950671
MPAH-6,PAH-12,PAH+6,3.1386091698600445,24.13742828560028,4.912985679360391
MPAH-6,PAH-12,PAH+12,3.254272657382287,25.811520694009083,5.080503980316233
MPAH-6,PAH-12,PAH+24,3.425387268631689,26.489058685378495,5.146752246356773
MPAH-6,PAH-6,quarter,0.7744328245416675,1.8147779545997016,1.3471369472327976
MPAH-6,PAH-6,half,1.3387584275191595,6.242781244336987,2.4985558317430066
MPAH-6,PAH-6,PAH+1,2.284408018475674,15.825028247429074,3.978068406579891
MPAH-6,PAH-6,PAH+2,2.597493133013866,18.023350394405956,4.245391665607068
MPAH-6,PAH-6,PAH+3,2.992847034180287,23.825452109917865,4.881132256958201
MPAH-6,PAH-6,PAH+4,2.9087954497307504,23.010448602904365,4.796920741778456
MPAH-6,PAH-6,PAH+6,3.0500236354016876,24.121133042823867,4.911327014445675
MPAH-6,PAH-6,PAH+12,3.2943402262060753,27.013635105331606,5.1974642957245605
MPAH-6,PAH-6,PAH+24,3.2846076382431977,24.11873378107235,4.911082750379222
MPAH-6,PAH-3,quarter,0.7710438281285836,1.8546163054643694,1.3618429812075874
MPAH-6,PAH-3,half,1.3415106362453624,6.1924539320899665,2.488464171349462
MPAH-6,PAH-3,PAH+1,2.250774358220684,15.111415709726954,3.8873404417065087
MPAH-6,PAH-3,PAH+2,2.652261575233573,19.149078398109385,4.375965995995557
MPAH-6,PAH-3,PAH+3,2.813615044687753,20.427295904864813,4.51965661360073
MPAH-6,PAH-3,PAH+4,2.984115094272351,22.905362291555477,4.785954689668037
MPAH-6,PAH-3,PAH+6,3.2719502036733146,26.071957082330663,5.106070610785818
MPAH-6,PAH-3,PAH+12,3.2784682673730905,25.450040492195267,5.044803315511445
MPAH-6,PAH-3,PAH+24,3.447389790087605,25.770654576048535,5.076480530451046
MPAH-6,PAH-1,quarter,0.7466908992040245,1.665152758537874,1.2904079814298555
MPAH-6,PAH-1,half,1.3017136211061842,5.969963880485797,2.443350953196408
MPAH-6,PAH-1,PAH+1,2.260914730951432,15.582667517246362,3.9474887608765097
MPAH-6,PAH-1,PAH+2,2.6778971339456716,19.034062781096083,4.362804462853691
MPAH-6,PAH-1,PAH+3,2.8666528108110785,20.508878681027454,4.528672949223365
MPAH-6,PAH-1,PAH+4,2.9602752982350067,23.068397940328996,4.802957207838625
MPAH-6,PAH-1,PAH+6,3.0557949168526717,23.246895668324065,4.82150346555139
MPAH-6,PAH-1,PAH+12,3.261316896493338,25.161887088847138,5.016162585966202
MPAH-6,PAH-1,PAH+24,3.4769772799482563,28.278452112830536,5.317748782410705
